StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,two_choices,three_choices,comp1,comp2,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,ses,ses_8_TEXT,FL_9_DO
1/6/23 13:52,1/6/23 13:53,0,104.182.42.92,100,66,1,1/6/23 13:53,R_3M4B3YtiPoys0u4,,,,,34.7777,-86.5445,anonymous,EN,2,2,2,1,,2,3,1,,3,,25,4,,two_choices
1/6/23 13:51,1/6/23 13:53,0,207.172.99.66,100,110,1,1/6/23 13:53,R_3GoCijMifjbDmHW,,,,,40.6657,-75.3364,anonymous,EN,2,2,2,2,,2,1,1,,3,,31,1,,two_choices
1/6/23 13:51,1/6/23 13:53,0,172.58.249.63,100,77,1,1/6/23 13:53,R_r3hVdAweJ90RJCx,,,,,35.2296,-80.843,anonymous,EN,2,2,2,1,,2,2,2,,3,,30,4,,two_choices
1/6/23 13:49,1/6/23 13:53,0,99.101.177.229,100,210,1,1/6/23 13:53,R_10PCwNcRAOFqBeC,,,,,42.3667,-88.0925,anonymous,EN,2,2,2,1,,2,2,2,,3,,22,3,,two_choices
1/6/23 13:52,1/6/23 13:53,0,24.23.0.67,100,59,1,1/6/23 13:53,R_6hap5ImOfgQ92rT,,,,,38.4819,-121.4024,anonymous,EN,2,2,2,,3,2,3,2,,3,,32,4,,three_choices
1/6/23 13:51,1/6/23 13:53,0,74.136.244.50,100,138,1,1/6/23 13:53,R_1oeapxeDVtfmNde,,,,,37.825,-87.5655,anonymous,EN,2,2,2,,3,3,1,2,,3,,41,4,,three_choices
1/6/23 13:52,1/6/23 13:53,0,73.165.54.74,100,96,1,1/6/23 13:53,R_3LZPwq0YBazVPwq,,,,,40.061,-75.0501,anonymous,EN,2,2,2,1,,3,3,1,,2,,22,3,,two_choices
1/6/23 13:53,1/6/23 13:53,0,73.195.14.231,100,4,1,1/6/23 13:53,R_1IobDsGTNk7nHo5,,,,,39.7993,-75.1536,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 13:52,1/6/23 13:53,0,75.70.112.192,100,111,1,1/6/23 13:53,R_3iUzLnkQPcWlLAE,,,,,38.8768,-104.812,anonymous,EN,2,2,2,1,,2,2,2,,3,,62,4,,two_choices
1/6/23 13:50,1/6/23 13:53,0,173.76.55.31,100,174,1,1/6/23 13:53,R_3J2aVNyB1ZF8dL8,,,,,41.9739,-71.3284,anonymous,EN,2,2,2,1,,2,2,1,,3,,57,4,,two_choices
1/6/23 13:51,1/6/23 13:53,0,73.162.29.176,100,138,1,1/6/23 13:53,R_3EnJShJSi5cin85,,,,,37.245,-121.9541,anonymous,EN,2,2,2,,1,2,1,3,,6,american,65,5,,three_choices
1/6/23 13:52,1/6/23 13:54,0,68.192.196.243,100,85,1,1/6/23 13:54,R_1Qtn1zXvAEQH2r3,,,,,40.8108,-73.3667,anonymous,EN,2,2,2,,3,2,2,2,,3,,,4,,three_choices
1/6/23 13:52,1/6/23 13:54,0,76.26.172.197,100,98,1,1/6/23 13:54,R_32R5XAut01ZRsXL,,,,,27.451,-80.3357,anonymous,EN,2,2,2,2,,2,2,1,,3,,37,2,,two_choices
1/6/23 13:51,1/6/23 13:54,0,24.117.117.78,100,143,1,1/6/23 13:54,R_1NyRnfKvGUfy4ok,,,,,43.6349,-116.2023,anonymous,EN,2,2,2,,3,2,2,1,,3,,40,5,,three_choices
1/6/23 13:52,1/6/23 13:54,0,72.28.171.16,100,102,1,1/6/23 13:54,R_10T1iavKYXjhsRJ,,,,,33.5077,-81.6877,anonymous,EN,2,2,2,,3,2,2,2,,5,,33,4,,three_choices
1/6/23 13:53,1/6/23 13:54,0,172.248.103.26,100,99,1,1/6/23 13:54,R_1LM7m7etjsEVvlS,,,,,34.1049,-117.8132,anonymous,EN,2,2,2,1,,2,2,1,,3,,39,3,,two_choices
1/6/23 13:53,1/6/23 13:55,0,172.58.122.5,100,103,1,1/6/23 13:55,R_2WOyf3Ti9aspcZ7,,,,,42.4248,-83.1951,anonymous,EN,2,2,2,,3,2,2,2,,4,,19,1,,three_choices
1/6/23 13:45,1/6/23 13:55,0,208.87.234.180,100,553,1,1/6/23 13:55,R_2BfzzPx7VtvNPxv,,,,,34.111,-84.3025,anonymous,EN,2,2,2,1,,2,2,1,,3,,31,4,,two_choices
1/6/23 13:53,1/6/23 13:55,0,98.149.102.113,100,114,1,1/6/23 13:55,R_2uPP1OrXONEUxbv,,,,,33.7783,-118.0268,anonymous,EN,2,2,2,,3,3,3,1,,3,,67,4,,three_choices
1/6/23 13:52,1/6/23 13:55,0,67.253.124.42,100,180,1,1/6/23 13:55,R_1n9fK4UADjiWBqa,,,,,44.4662,-69.859,anonymous,EN,2,2,2,1,,2,2,1,,3,,70,1,,two_choices
1/6/23 13:50,1/6/23 13:55,0,75.187.248.45,100,311,1,1/6/23 13:55,R_3PjYtsEQNgWABk3,,,,,41.2395,-82.5975,anonymous,EN,2,2,2,,1,2,2,2,,5,,44,3,,three_choices
1/6/23 13:54,1/6/23 13:55,0,47.151.12.198,100,61,1,1/6/23 13:55,R_3Je29QYgqRAiVmk,,,,,33.7518,-117.9932,anonymous,EN,2,2,2,,3,2,2,3,,2,,25,1,,three_choices
1/6/23 13:52,1/6/23 13:55,0,70.104.132.54,100,179,1,1/6/23 13:55,R_2scOlcbpBr6htZN,,,,,40.6994,-73.8883,anonymous,EN,2,2,2,,3,2,2,1,,2,,30,4,,three_choices
1/6/23 13:53,1/6/23 13:55,0,108.69.25.26,100,139,1,1/6/23 13:55,R_qyIuMujngRRo1t7,,,,,32.4699,-90.1102,anonymous,EN,2,2,2,1,,2,2,1,,3,,51,4,,two_choices
1/6/23 13:55,1/6/23 13:55,0,68.14.73.246,100,3,1,1/6/23 13:55,R_2dXz1TtwQyQIsby,,,,,41.776,-72.5283,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 13:54,1/6/23 13:56,0,73.195.14.231,100,132,1,1/6/23 13:56,R_9RBrzXKI50Czzqx,,,,,39.7993,-75.1536,anonymous,EN,2,2,2,,3,2,2,2,,2,,19,3,,three_choices
1/6/23 13:56,1/6/23 13:56,0,96.244.217.135,100,5,1,1/6/23 13:56,R_10qR3dANvz5wiR2,,,,,39.2124,-76.8776,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 13:56,1/6/23 13:56,0,208.54.238.103,100,6,1,1/6/23 13:56,R_DqtgXHAzHizv7Sp,,,,,40.3833,-111.9895,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 13:54,1/6/23 13:56,0,24.45.130.47,100,113,1,1/6/23 13:56,R_5b9TCNoTeUkrOX7,,,,,41.217,-73.0552,anonymous,EN,2,2,2,2,,2,3,1,,3,,20,4,,two_choices
1/6/23 13:55,1/6/23 13:56,0,174.206.170.177,100,76,1,1/6/23 13:56,R_3OqPkpN5j9N9tes,,,,,40.793,-74.0247,anonymous,EN,2,2,2,,3,2,2,2,,3,,26,3,,three_choices
1/6/23 13:55,1/6/23 13:57,0,68.14.73.246,100,66,1,1/6/23 13:57,R_1FEDeAQr795swCk,,,,,41.776,-72.5283,anonymous,EN,2,2,2,2,,2,2,1,,3,,28,4,,two_choices
1/6/23 13:55,1/6/23 13:57,0,67.85.240.226,100,125,1,1/6/23 13:57,R_DIYKuszIT7BRPG1,,,,,40.598,-73.9467,anonymous,EN,2,2,2,,3,2,2,1,,3,,25,5,,three_choices
1/6/23 13:55,1/6/23 13:57,0,149.142.103.214,100,119,1,1/6/23 13:57,R_3CUSMYReOcWC78u,,,,,34.038,-118.4544,anonymous,EN,2,2,2,2,,2,2,1,,4,,33,5,,two_choices
1/6/23 13:54,1/6/23 13:57,0,173.91.170.26,100,170,1,1/6/23 13:57,R_TuvDZcB7FFMzFhT,,,,,41.4105,-82.359,anonymous,EN,2,2,2,2,,2,1,2,,3,,26,1,,two_choices
1/6/23 13:56,1/6/23 13:57,0,162.244.73.57,100,110,1,1/6/23 13:57,R_2cupI4wpVJd5tfM,,,,,39.1188,-90.3294,anonymous,EN,2,2,2,,3,2,1,1,,3,,39,4,,three_choices
1/6/23 13:56,1/6/23 13:58,0,100.19.71.185,100,84,1,1/6/23 13:58,R_Qgp0FeqDex9nyy5,,,,,39.715,-75.6178,anonymous,EN,2,2,2,,3,3,1,1,,3,,33,4,,three_choices
1/6/23 13:57,1/6/23 13:58,0,67.184.110.244,100,61,1,1/6/23 13:58,R_1MYU1un5Kmfx2jz,,,,,42.3667,-88.0925,anonymous,EN,2,2,2,2,,2,3,2,,3,,35,3,,two_choices
1/6/23 13:57,1/6/23 13:58,0,72.227.144.103,100,61,1,1/6/23 13:58,R_wSJBJE82l0nOrF7,,,,,40.7579,-73.9332,anonymous,EN,2,2,2,,3,2,3,1,,2,,25,4,,three_choices
1/6/23 13:56,1/6/23 13:58,0,166.196.103.2,100,107,1,1/6/23 13:58,R_3kFhshAiIiNQq62,,,,,40.0271,-75.3291,anonymous,EN,2,2,2,2,,2,2,1,,3,,40,3,,two_choices
1/6/23 13:56,1/6/23 13:58,0,173.216.230.250,100,118,1,1/6/23 13:58,R_1rDjMW8gWIRJJaL,,,,,36.3312,-92.3753,anonymous,EN,2,2,2,2,,3,2,1,,3,,21,3,,two_choices
1/6/23 13:57,1/6/23 13:58,0,73.119.13.184,100,105,1,1/6/23 13:58,R_cGTCADYgTnZ4rLz,,,,,42.2903,-71.0798,anonymous,EN,2,2,2,,3,3,2,1,,3,,37,6,,three_choices
1/6/23 13:55,1/6/23 13:59,0,174.204.4.32,100,190,1,1/6/23 13:59,R_BK54fX0FVq1t2jT,,,,,40.7592,-111.8875,anonymous,EN,2,2,2,1,,2,2,4,Non-binary ,3,,19,1,,two_choices
1/6/23 13:57,1/6/23 13:59,0,134.56.180.201,100,94,1,1/6/23 13:59,R_24ARATOeZbB43aP,,,,,25.9442,-80.1406,anonymous,EN,2,2,2,,3,2,2,2,,3,,23,2,,three_choices
1/6/23 13:57,1/6/23 13:59,0,98.36.133.124,100,95,1,1/6/23 13:59,R_1QgzAYux0Y7mGBQ,,,,,38.4819,-121.4024,anonymous,EN,2,2,2,,3,2,2,2,,2,,28,1,,three_choices
1/6/23 13:56,1/6/23 13:59,0,74.140.104.220,100,155,1,1/6/23 13:59,R_1l4wvC5xoHK5WyH,,,,,40.0732,-82.4017,anonymous,EN,2,2,2,2,,3,2,2,,3,,64,3,,two_choices
1/6/23 13:55,1/6/23 13:59,0,172.58.160.170,100,255,1,1/6/23 13:59,R_1kF7svyyop4JlAN,,,,,41.8783,-87.6907,anonymous,EN,2,2,2,,3,2,3,1,,3,,32,3,,three_choices
1/6/23 13:58,1/6/23 13:59,0,23.87.100.174,100,95,1,1/6/23 13:59,R_2wpDzxRMNdMymAY,,,,,45.9215,-89.6996,anonymous,EN,2,2,2,1,,2,1,2,,3,,57,4,,two_choices
1/6/23 13:59,1/6/23 13:59,0,73.157.176.120,100,7,1,1/6/23 13:59,R_2VOVnPjiwepY7V2,,,,,45.6435,-122.6247,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 13:59,1/6/23 14:00,0,76.171.82.213,100,62,1,1/6/23 14:00,R_3DpCUY4vksYUHgn,,,,,34.0624,-117.1676,anonymous,EN,2,2,2,1,,2,2,1,,2,,20,3,,two_choices
1/6/23 13:58,1/6/23 14:00,0,96.237.242.192,100,82,1,1/6/23 14:00,R_2eXuQiXDEG2KjPl,,,,,42.5826,-71.0949,anonymous,EN,2,2,2,1,,2,2,2,,3,,31,4,,two_choices
1/6/23 13:58,1/6/23 14:00,0,98.118.179.230,100,115,1,1/6/23 14:00,R_3DewJWysCRh9tGN,,,,,42.7368,-78.8358,anonymous,EN,2,2,2,1,,3,2,1,,3,,48,1,,two_choices
1/6/23 13:58,1/6/23 14:00,0,74.182.70.25,100,109,1,1/6/23 14:00,R_1F4IKstYqUzlraK,,,,,32.7213,-82.7272,anonymous,EN,2,2,2,,3,3,1,2,,3,,59,3,,three_choices
1/6/23 13:56,1/6/23 14:00,0,96.244.217.135,100,235,1,1/6/23 14:00,R_3jW3g7CIGHP7PEn,,,,,39.2124,-76.8776,anonymous,EN,2,2,2,,3,3,2,2,,1,,44,4,,three_choices
1/6/23 13:59,1/6/23 14:00,0,174.160.168.109,100,53,1,1/6/23 14:00,R_2w5XQOZqF5TxcR8,,,,,37.751,-97.822,anonymous,EN,2,2,2,,3,2,3,1,,2,,25,4,,three_choices
1/6/23 13:58,1/6/23 14:00,0,73.100.243.78,100,95,1,1/6/23 14:00,R_2c0ffj5jkXPBTox,,,,,42.3268,-71.1341,anonymous,EN,2,2,2,,3,2,2,2,,2,,24,4,,three_choices
1/6/23 13:58,1/6/23 14:00,0,174.55.202.170,100,127,1,1/6/23 14:00,R_3k0NTgAijuZqHJh,,,,,40.2389,-77.1935,anonymous,EN,2,2,2,,3,3,1,2,,3,,56,3,,three_choices
1/6/23 13:59,1/6/23 14:01,0,71.73.103.65,100,70,1,1/6/23 14:01,R_37xFrO9QS98VOUh,,,,,40.9666,-81.4185,anonymous,EN,2,2,2,,3,3,2,2,,3,,50,4,,three_choices
1/6/23 13:49,1/6/23 14:01,0,76.128.19.86,100,718,1,1/6/23 14:01,R_1rfAtD4Wsjjac9f,,,,,25.8153,-80.3577,anonymous,EN,2,2,2,,3,2,1,1,,4,,45,4,,three_choices
1/6/23 14:00,1/6/23 14:01,0,155.247.30.172,100,54,1,1/6/23 14:01,R_3EcIiaANE57hOWv,,,,,40.1096,-75.2169,anonymous,EN,2,2,2,2,,2,3,2,,3,,26,5,,two_choices
1/6/23 13:59,1/6/23 14:01,0,174.215.176.101,100,118,1,1/6/23 14:01,R_3iPcJzkuLPWaQdu,,,,,33.7485,-84.3871,anonymous,EN,2,2,2,2,,3,3,1,,3,,45,4,,two_choices
1/6/23 14:00,1/6/23 14:01,0,172.125.236.129,100,103,1,1/6/23 14:01,R_endDXa2cIVH2zeh,,,,,32.9636,-96.7468,anonymous,EN,2,2,2,,3,2,3,2,,2,,34,4,,three_choices
1/6/23 13:59,1/6/23 14:01,0,73.174.73.125,100,162,1,1/6/23 14:01,R_3EuT6uxYi58a8XV,,,,,40.3052,-79.5418,anonymous,EN,2,2,2,2,,2,3,1,,3,,56,1,,two_choices
1/6/23 14:00,1/6/23 14:01,0,156.110.24.142,100,79,1,1/6/23 14:01,R_8iZInH8sfDcXwGd,,,,,35.483,-97.5363,anonymous,EN,2,2,2,1,,3,3,1,,3,,36,4,,two_choices
1/6/23 13:58,1/6/23 14:01,0,73.50.165.249,100,183,1,1/6/23 14:02,R_27V6C2LUcu8HVnn,,,,,41.7797,-87.872,anonymous,EN,2,2,2,2,,2,2,1,,3,,39,4,,two_choices
1/6/23 13:59,1/6/23 14:02,0,151.197.233.148,100,146,1,1/6/23 14:02,R_2CeWqteEmvnNVQY,,,,,40.2626,-75.6151,anonymous,EN,2,2,2,2,,2,3,1,,3,,42,5,,two_choices
1/6/23 14:01,1/6/23 14:02,0,73.145.177.202,100,63,1,1/6/23 14:02,R_10BlSgE4CsG8KFF,,,,,42.2807,-83.7801,anonymous,EN,2,2,2,2,,2,2,2,,2,,21,3,,two_choices
1/6/23 14:00,1/6/23 14:02,0,71.57.81.230,100,119,1,1/6/23 14:02,R_1OBR0ZpoaLTu3fe,,,,,41.4934,-87.3548,anonymous,EN,2,2,2,2,,3,2,1,,5,,38,4,,two_choices
1/6/23 14:01,1/6/23 14:02,0,108.232.85.91,100,68,1,1/6/23 14:03,R_1LbWs1hBlXH3czG,,,,,41.9209,-87.7043,anonymous,EN,2,2,2,,3,2,1,1,,3,,32,4,,three_choices
1/6/23 13:59,1/6/23 14:03,0,172.58.158.236,100,218,1,1/6/23 14:03,R_RlvngU7Q2PYNlEB,,,,,35.2916,-80.8201,anonymous,EN,2,2,2,,3,3,3,2,,3,,38,3,,three_choices
1/6/23 14:01,1/6/23 14:03,0,71.104.18.3,100,91,1,1/6/23 14:03,R_1N9BiysSK6KPdx6,,,,,39.9769,-74.1601,anonymous,EN,2,2,2,1,,2,2,2,,2,,21,3,,two_choices
1/6/23 14:02,1/6/23 14:03,0,72.224.238.115,100,80,1,1/6/23 14:03,R_2Sv5QWnoUBoTlRf,,,,,43.524,-70.389,anonymous,EN,2,2,2,1,,2,3,1,,3,,24,4,,two_choices
1/6/23 14:02,1/6/23 14:03,0,96.125.232.23,100,89,1,1/6/23 14:03,R_1LOrZuaFHVQW696,,,,,34.9282,-86.9794,anonymous,EN,2,2,2,,3,2,1,2,,3,,31,2,,three_choices
1/6/23 14:02,1/6/23 14:04,0,172.58.44.37,100,120,1,1/6/23 14:04,R_3p5VGPmsBKOSzf9,,,,,47.6034,-122.3414,anonymous,EN,2,2,2,1,,2,2,1,,3,,58,3,,two_choices
1/6/23 14:02,1/6/23 14:04,0,24.155.19.31,100,90,1,1/6/23 14:04,R_338Av5TGiUfw5JE,,,,,31.5338,-97.1923,anonymous,EN,2,2,2,1,,2,2,2,,3,,29,4,,two_choices
1/6/23 14:03,1/6/23 14:04,0,98.53.153.134,100,79,1,1/6/23 14:04,R_1gMWNiD0yAFs914,,,,,39.7321,-104.9555,anonymous,EN,2,2,2,1,,2,2,2,,3,,40,3,,two_choices
1/6/23 14:02,1/6/23 14:04,0,72.135.211.169,100,113,1,1/6/23 14:04,R_1JRwQ57Hz9Y1Bec,,,,,43.2189,-88.1165,anonymous,EN,2,2,2,2,,2,2,2,,3,,36,3,,two_choices
1/6/23 14:02,1/6/23 14:04,0,74.74.144.249,100,139,1,1/6/23 14:04,R_vlifWHFYzveM29b,,,,,43.5513,-71.02,anonymous,EN,2,2,2,,3,2,3,2,,3,,52,1,,three_choices
1/6/23 14:03,1/6/23 14:05,0,174.80.55.39,100,100,1,1/6/23 14:05,R_2ci2vQvb7tKZmWq,,,,,35.6173,-87.0317,anonymous,EN,2,2,2,,3,3,1,1,,3,,30,4,,three_choices
1/6/23 14:02,1/6/23 14:05,0,24.188.205.139,100,179,1,1/6/23 14:05,R_dbVAGZwi2kABBsd,,,,,40.8681,-73.4094,anonymous,EN,2,2,2,,3,3,3,1,,3,,30,3,,three_choices
1/6/23 14:04,1/6/23 14:05,0,172.58.101.230,100,74,1,1/6/23 14:05,R_27TYmh9Jto6dsoe,,,,,29.8504,-95.4413,anonymous,EN,2,2,2,1,,2,2,4,Non-binary,3,,47,4,,two_choices
1/6/23 14:03,1/6/23 14:05,0,98.245.144.62,100,132,1,1/6/23 14:05,R_1FKUuUJcNj2b5en,,,,,39.6562,-104.7866,anonymous,EN,2,2,1,2,,2,2,2,,4,,36,4,,two_choices
1/6/23 14:03,1/6/23 14:06,0,107.116.89.12,100,147,1,1/6/23 14:06,R_2f0PZ1DlFZmj4Df,,,,,37.6736,-122.0944,anonymous,EN,2,2,2,,3,3,1,2,,3,,29,4,,three_choices
1/6/23 14:06,1/6/23 14:06,0,73.243.241.94,100,3,1,1/6/23 14:06,R_2aaTXgZMKWKgplt,,,,,40.4236,-105.0935,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 14:03,1/6/23 14:06,0,76.85.0.252,100,167,1,1/6/23 14:06,R_6s7dZnlOu5SlZJf,,,,,26.2805,-98.4474,anonymous,EN,2,2,2,1,,2,2,2,,4,,21,3,,two_choices
1/6/23 14:06,1/6/23 14:06,0,136.36.54.169,100,44,1,1/6/23 14:06,R_11XarR8yc1mEXEU,,,,,40.2584,-111.6591,anonymous,EN,2,2,2,,3,3,3,2,,3,,23,4,,three_choices
1/6/23 14:05,1/6/23 14:07,0,172.56.12.150,100,96,1,1/6/23 14:07,R_12syJzQNWqX2QO4,,,,,37.751,-97.822,anonymous,EN,2,2,2,,3,2,1,2,,3,,37,5,,three_choices
1/6/23 14:05,1/6/23 14:07,0,47.134.113.215,100,94,1,1/6/23 14:07,R_1DNfz8EGGtXhHu5,,,,,36.9779,-76.6329,anonymous,EN,2,2,2,,3,3,3,2,,3,,38,1,,three_choices
1/6/23 14:07,1/6/23 14:07,0,204.134.225.10,100,2,1,1/6/23 14:07,R_Dkj0bzNmzVw6fZf,,,,,42.5582,-114.4659,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 14:02,1/6/23 14:07,0,66.235.50.20,100,267,1,1/6/23 14:07,R_24dVx6GVb54mTZQ,,,,,46.5581,-122.2496,anonymous,EN,2,2,2,,3,2,1,2,,3,,24,4,,three_choices
1/6/23 14:06,1/6/23 14:07,0,73.243.241.94,100,59,1,1/6/23 14:07,R_3nT8gRLxlm7QBlN,,,,,40.4236,-105.0935,anonymous,EN,2,2,2,1,,2,2,1,,3,,28,4,,two_choices
1/6/23 14:05,1/6/23 14:07,0,142.136.3.234,100,124,1,1/6/23 14:07,R_239wHn8q0wvcAeD,,,,,35.0562,-80.8194,anonymous,EN,2,2,2,1,,2,2,2,,3,,27,4,,two_choices
1/6/23 14:06,1/6/23 14:07,0,174.232.196.10,100,100,1,1/6/23 14:07,R_1H1AHLK1068tFW6,,,,,39.9587,-82.9987,anonymous,EN,2,2,2,1,,2,2,2,,3,,34,2,,two_choices
1/6/23 14:05,1/6/23 14:07,0,68.97.172.136,100,150,1,1/6/23 14:07,R_2c01APwG37IEnQ4,,,,,35.5081,-97.6403,anonymous,EN,2,2,2,1,,2,2,1,,3,,64,1,,two_choices
1/6/23 14:06,1/6/23 14:07,0,72.83.111.52,100,82,1,1/6/23 14:07,R_eVisfKw3qcL6RCV,,,,,39.1181,-76.8396,anonymous,EN,2,2,2,,3,2,3,2,,2,,34,6,,three_choices
1/6/23 14:05,1/6/23 14:07,0,76.157.202.173,100,125,1,1/6/23 14:07,R_DjaOoReDaZlQ0a5,,,,,42.2739,-89.0474,anonymous,EN,2,2,2,,3,2,2,2,,1,,43,1,,three_choices
1/6/23 14:05,1/6/23 14:07,0,24.175.68.34,100,125,1,1/6/23 14:07,R_vcca8OnTRMY9Mv7,,,,,32.8545,-96.5991,anonymous,EN,2,2,2,,3,2,2,2,,3,,57,4,,three_choices
1/6/23 14:04,1/6/23 14:08,0,108.250.47.57,100,201,1,1/6/23 14:08,R_2bNbMECkJMx0dDw,,,,,25.5333,-80.3973,anonymous,EN,2,2,2,1,,2,2,2,,3,,45,1,,two_choices
1/6/23 14:06,1/6/23 14:08,0,136.53.55.37,100,120,1,1/6/23 14:08,R_2s52lulew0tQmpl,,,,,34.6174,-86.5538,anonymous,EN,2,2,2,2,,2,2,2,,3,,61,5,,two_choices
1/6/23 14:06,1/6/23 14:08,0,108.56.234.179,100,106,1,1/6/23 14:08,R_BEulD76dUgwRGVP,,,,,38.8616,-77.2663,anonymous,EN,2,2,2,2,,3,3,1,,3,,44,5,,two_choices
1/6/23 14:08,1/6/23 14:08,0,107.115.45.48,100,15,1,1/6/23 14:08,R_30uFLjfIHxaWhkv,,,,,36.1685,-115.1164,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 14:04,1/6/23 14:08,0,24.107.17.86,100,206,1,1/6/23 14:08,R_pMoMNXGzQTGd4vn,,,,,38.6664,-90.322,anonymous,EN,2,2,2,1,,2,3,2,,3,,57,4,,two_choices
1/6/23 14:05,1/6/23 14:08,0,174.208.231.145,100,151,1,1/6/23 14:08,R_XRsKfo43avse2cx,,,,,41.7697,-87.6985,anonymous,EN,2,2,2,,3,2,2,1,,3,,23,3,,three_choices
1/6/23 14:01,1/6/23 14:08,0,172.58.180.62,100,451,1,1/6/23 14:08,R_24k0AMcKvGt26IT,,,,,32.7767,-96.805,anonymous,EN,2,2,2,,3,2,2,4,Nonbinary,1,,25,1,,three_choices
1/6/23 14:07,1/6/23 14:08,0,173.72.19.157,100,75,1,1/6/23 14:08,R_2VyFtZYqsRIjt35,,,,,40.1443,-74.7003,anonymous,EN,2,2,2,1,,2,2,1,,3,,36,4,,two_choices
1/6/23 14:05,1/6/23 14:08,0,107.77.219.175,100,197,1,1/6/23 14:08,R_1jI1QJCtxZGDbd2,,,,,29.9787,-95.5845,anonymous,EN,2,2,2,2,,3,2,2,,6,Papboriginal,47,4,,two_choices
1/6/23 14:07,1/6/23 14:08,0,104.57.23.35,100,107,1,1/6/23 14:08,R_1K9drSuYbO3a5u3,,,,,33.8718,-118.3369,anonymous,EN,2,2,2,,3,2,2,2,,2,,55,4,,three_choices
1/6/23 14:03,1/6/23 14:08,0,76.183.132.77,100,313,1,1/6/23 14:08,R_zYjKnuNSBv9zB8B,,,,,32.8545,-97.1359,anonymous,EN,2,2,2,,3,3,2,1,,3,,42,2,,three_choices
1/6/23 14:04,1/6/23 14:08,0,24.119.97.242,100,247,1,1/6/23 14:08,R_RwVrScVUWEw2rDP,,,,,33.6528,-85.8417,anonymous,EN,2,2,2,1,,2,2,2,,3,,22,4,,two_choices
1/6/23 14:06,1/6/23 14:09,0,47.27.48.19,100,141,1,1/6/23 14:09,R_2zSKGI9psBTNpYg,,,,,35.5397,-82.5151,anonymous,EN,2,2,2,,3,2,2,2,,3,,42,5,,three_choices
1/6/23 14:07,1/6/23 14:09,0,45.21.245.79,100,72,1,1/6/23 14:09,R_YaTtb4DKfFRRNXH,,,,,34.0313,-118.3124,anonymous,EN,2,2,2,,1,2,3,1,,2,,24,4,,three_choices
1/6/23 14:07,1/6/23 14:09,0,50.24.7.175,100,103,1,1/6/23 14:09,R_XYy8p2ADgIfue9r,,,,,38.3274,-81.669,anonymous,EN,2,2,2,1,,2,2,2,,1,,26,3,,two_choices
1/6/23 14:08,1/6/23 14:09,0,199.96.203.78,100,42,1,1/6/23 14:09,R_1pVT5MOISLRHZKk,,,,,34.6224,-98.3913,anonymous,EN,2,2,2,,3,3,3,2,,1,,24,4,,three_choices
1/6/23 14:06,1/6/23 14:09,0,97.120.163.125,100,178,1,1/6/23 14:09,R_12rquVUQzzatWYi,,,,,45.461,-122.7052,anonymous,EN,2,2,2,1,,2,2,2,,3,,24,4,,two_choices
1/6/23 14:06,1/6/23 14:09,0,98.203.85.252,100,174,1,1/6/23 14:09,R_3PB9q9f4C1S9dme,,,,,27.2913,-80.2977,anonymous,EN,2,2,2,1,,3,2,1,,3,,49,3,,two_choices
1/6/23 14:08,1/6/23 14:09,0,71.238.250.207,100,72,1,1/6/23 14:09,R_3PoZACusSyt2XsN,,,,,34.8323,-92.3287,anonymous,EN,2,2,2,,3,3,2,2,,1,,30,4,,three_choices
1/6/23 14:08,1/6/23 14:09,0,172.73.115.122,100,81,1,1/6/23 14:09,R_2uUkWV0eun2jgZy,,,,,35.3135,-81.5599,anonymous,EN,2,2,2,1,,2,2,2,,3,,34,4,,two_choices
1/6/23 14:08,1/6/23 14:10,0,99.37.194.74,100,93,1,1/6/23 14:10,R_2ylQRzUzihN69Lz,,,,,42.5538,-82.9185,anonymous,EN,2,2,2,,3,2,2,1,,3,,29,1,,three_choices
1/6/23 13:56,1/6/23 14:10,0,208.54.238.103,100,804,1,1/6/23 14:10,R_3sowrBp2mSR7gji,,,,,40.3833,-111.9895,anonymous,EN,2,2,2,,3,3,3,1,,3,,28,1,,three_choices
1/6/23 13:53,1/6/23 14:10,0,99.58.104.42,100,979,1,1/6/23 14:10,R_3fPJ5haleU4FMXc,,,,,41.7416,-87.9375,anonymous,EN,2,2,2,,3,2,1,1,,3,,38,5,,three_choices
1/6/23 14:09,1/6/23 14:10,0,160.72.202.218,100,83,1,1/6/23 14:10,R_31yp8V6WHPNjoNW,,,,,32.7638,-117.07,anonymous,EN,2,2,2,1,,2,2,2,,3,,20,3,,two_choices
