StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,att1,att2,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,AC_3_intent_pedestri,AC_4_intent_pedestri,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,AC_3_intent_driver,AC_4_intent_driver,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,AC_3_random_pedestri,AC_4_random_pedestri,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,donate_robodrive_1,volunteer_robodrive_1,protest_robodrive_1,soc_media_robodrive_1,likeminded_robodrive_1,nonlike_robodrive_1,AC_3_random_driver,AC_4_random_driver,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,FL_4_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page3:CollectiveActionQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page3:CollectiveActionQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page3:CollectiveActionQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page3:CollectiveActionQuestions_DO
7/7/21 1:57,7/7/21 2:00,0,45.24.171.50,100,134,1,7/7/21 2:00,R_3R9FKAIk5GuEPHa,,,,,30.53869629,-88.69159698,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,100,97,100,100,0,0,0,21,93,0,2,1,2,,1,,50,4,,no,FL_11,,,,,,,,,,random_driver|blame_robodrive|blame_noah|blame_robocar,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_driver|likeminded_robodrive|protest_robodrive|donate_robodrive|volunteer_robodrive|nonlike_robodrive|soc_media_robodrive
7/7/21 1:58,7/7/21 2:00,0,174.60.36.200,100,102,1,7/7/21 2:00,R_XpFZuReSQ2qP3rj,,,,,40.38859558,-75.9285965,anonymous,EN,2,2,,,,,,,,,,,,,,,5,98,97,96,95,95,4,4,6,55,92,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,46,6,,no,FL_9,,,,intentional_driver|blame_robocar|blame_noah|blame_robodrive,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,intentional_driver|likeminded_robodrive|donate_robodrive|volunteer_robodrive|nonlike_robodrive|protest_robodrive|soc_media_robodrive,,,,,,
7/7/21 1:56,7/7/21 2:00,0,104.35.101.10,100,208,1,7/7/21 2:00,R_1rcawvf6ipASa56,,,,,34.16760254,-118.3891983,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,19,100,100,100,100,39,100,48,100,100,100,2,1,2,,3,,27,5,,no,FL_11,,,,,,,,,,random_driver|blame_robodrive|blame_robocar|blame_noah,random_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive,random_driver|nonlike_robodrive|volunteer_robodrive|likeminded_robodrive|donate_robodrive|protest_robodrive|soc_media_robodrive
7/7/21 1:57,7/7/21 2:00,0,107.127.42.66,100,145,1,7/7/21 2:00,R_30vfpn3PnxQEvPs,,,,,40.70089722,-73.94609833,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,100,100,100,100,30,29,20,50,100,50,2,2,,,,,,,,,,,,,,,2,,1,,25,4,,None,FL_10,,,,,,,random_pedestri|blame_robodrive|blame_noah|blame_robocar,random_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,random_pedestri|likeminded_robodrive|volunteer_robodrive|protest_robodrive|nonlike_robodrive|soc_media_robodrive|donate_robodrive,,,
7/7/21 1:57,7/7/21 2:00,0,73.227.255.110,100,177,1,7/7/21 2:00,R_1pmWngFXX8EB8nX,,,,,41.55569458,-72.66320038,anonymous,EN,2,2,39,91,91,57,69,64,12,7,7,41,76,47,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,35,5,,,FL_8,intentional_pedestri|blame_noah|blame_robocar|blame_robodrive,intentional_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,intentional_pedestri|donate_robodrive|volunteer_robodrive|protest_robodrive|soc_media_robodrive|likeminded_robodrive|nonlike_robodrive,,,,,,,,,
7/7/21 1:53,7/7/21 2:00,0,68.205.72.60,100,409,1,7/7/21 2:00,R_23eKnroM45PvRMD,,,,,28.55039978,-81.1832962,anonymous,EN,2,2,1,1,97,86,90,51,51,51,51,5,84,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,62,3,,THIS WAS A VERY INTERESTING SURVEY. I HOPE THAT I WAS ABLE TO HELP YOUR RESEARCH.,FL_8,intentional_pedestri|blame_robocar|blame_robodrive|blame_noah,intentional_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,intentional_pedestri|nonlike_robodrive|volunteer_robodrive|likeminded_robodrive|donate_robodrive|soc_media_robodrive|protest_robodrive,,,,,,,,,
7/7/21 1:58,7/7/21 2:00,0,32.208.134.41,100,138,1,7/7/21 2:00,R_9sEyPMgqFC7JliV,,,,,41.68530273,-72.92960358,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,50,2,1,1,,1,,33,5,,,FL_11,,,,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_driver|likeminded_robodrive|soc_media_robodrive|protest_robodrive|nonlike_robodrive|volunteer_robodrive|donate_robodrive
7/7/21 1:59,7/7/21 2:00,0,50.102.8.70,100,103,1,7/7/21 2:00,R_2bWb6MGuQD8Cqif,,,,,39.5177002,-87.12380219,anonymous,EN,2,2,,,,,,,,,,,,,,,0,91,89,100,18,17,51,65,55,51,74,65,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,24,4,,,FL_9,,,,intentional_driver|blame_robocar|blame_robodrive|blame_noah,intentional_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_driver|protest_robodrive|volunteer_robodrive|nonlike_robodrive|donate_robodrive|soc_media_robodrive|likeminded_robodrive,,,,,,
7/7/21 1:58,7/7/21 2:01,0,70.44.225.23,100,154,1,7/7/21 2:01,R_339EDidUANEpEZc,,,,,40.94850159,-75.95649719,anonymous,EN,2,2,,,,,,,,,,,,,,,60,70,70,35,10,5,25,10,5,10,50,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,34,5,,,FL_9,,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,intentional_driver|likeminded_robodrive|donate_robodrive|protest_robodrive|volunteer_robodrive|nonlike_robodrive|soc_media_robodrive,,,,,,
7/7/21 1:58,7/7/21 2:01,0,151.204.154.96,100,155,1,7/7/21 2:01,R_2OPxQA2xt3R40by,,,,,40.64619446,-73.9559021,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,0,80,0,0,0,0,0,10,10,2,1,1,,2,,37,5,,,FL_11,,,,,,,,,,random_driver|blame_robocar|blame_robodrive|blame_noah,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,random_driver|volunteer_robodrive|nonlike_robodrive|donate_robodrive|protest_robodrive|soc_media_robodrive|likeminded_robodrive
7/7/21 1:59,7/7/21 2:01,0,76.185.187.47,100,127,1,7/7/21 2:01,R_5osO89pWfrqdItz,,,,,29.48730469,-98.45320129,anonymous,EN,2,2,20,90,71,50,40,10,0,10,41,49,60,40,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,40,3,,,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,intentional_pedestri|volunteer_robodrive|donate_robodrive|soc_media_robodrive|protest_robodrive|likeminded_robodrive|nonlike_robodrive,,,,,,,,,
7/7/21 1:58,7/7/21 2:01,0,98.213.204.150,100,178,1,7/7/21 2:01,R_vCs0vjxqFIyzSs9,,,,,42.29640198,-89.08869934,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,20,100,100,100,100,4,4,9,29,49,26,3,2,,,,,,,,,,,,,,,2,,1,,45,5,,:),FL_10,,,,,,,random_pedestri|blame_robocar|blame_noah|blame_robodrive,random_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_pedestri|likeminded_robodrive|protest_robodrive|soc_media_robodrive|volunteer_robodrive|nonlike_robodrive|donate_robodrive,,,
7/7/21 1:58,7/7/21 2:01,0,75.110.78.127,100,171,1,7/7/21 2:01,R_3MbTWLSNRLBf6bA,,,,,35.53259277,-77.39459991,anonymous,EN,2,2,100,0,100,24,100,100,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,36,4,,,FL_8,intentional_pedestri|blame_robocar|blame_robodrive|blame_noah,intentional_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,intentional_pedestri|nonlike_robodrive|protest_robodrive|likeminded_robodrive|soc_media_robodrive|donate_robodrive|volunteer_robodrive,,,,,,,,,
7/7/21 1:57,7/7/21 2:01,0,73.18.198.10,100,236,1,7/7/21 2:01,R_SZQcUhWmAOvpUnn,,,,,42.36630249,-82.998703,anonymous,EN,2,2,,,,,,,,,,,,,,,0,100,100,100,100,100,79,64,54,70,100,53,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,African Amercan,29,2,,No.,FL_9,,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,intentional_driver|volunteer_robodrive|protest_robodrive|soc_media_robodrive|nonlike_robodrive|donate_robodrive|likeminded_robodrive,,,,,,
7/7/21 1:58,7/7/21 2:01,0,208.93.135.34,100,191,1,7/7/21 2:01,R_2PhYFnmNEFwFpQU,,,,,33.52250671,-111.9077988,anonymous,EN,2,2,,,,,,,,,,,,,,,0,100,100,75,50,21,74,6,64,80,84,21,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,41,5,,,FL_9,,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,intentional_driver|donate_robodrive|protest_robodrive|soc_media_robodrive|nonlike_robodrive|volunteer_robodrive|likeminded_robodrive,,,,,,
7/7/21 1:59,7/7/21 2:02,0,172.58.145.216,100,185,1,7/7/21 2:02,R_RUHCqRCZAs1Oyid,,,,,38.25390625,-85.76000214,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,71,100,70,0,0,0,0,50,51,2,2,,,,,,,,,,,,,,,1,,1,,35,2,,,FL_10,,,,,,,random_pedestri|blame_noah|blame_robodrive|blame_robocar,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,random_pedestri|soc_media_robodrive|nonlike_robodrive|protest_robodrive|donate_robodrive|likeminded_robodrive|volunteer_robodrive,,,
7/7/21 1:59,7/7/21 2:02,0,73.8.59.95,100,147,1,7/7/21 2:02,R_11jqrQzxco7jaDM,,,,,42.06289673,-87.98130035,anonymous,EN,2,2,80,20,100,100,100,100,11,10,12,13,50,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,47,5,,Thanks!,FL_8,intentional_pedestri|blame_robodrive|blame_robocar|blame_noah,intentional_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,intentional_pedestri|protest_robodrive|volunteer_robodrive|nonlike_robodrive|donate_robodrive|soc_media_robodrive|likeminded_robodrive,,,,,,,,,
7/7/21 1:59,7/7/21 2:02,0,35.141.142.199,100,164,1,7/7/21 2:02,R_3ksUDgI9AExzLjr,,,,,28.14509583,-82.51319885,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,49,50,0,0,0,0,0,0,2,1,2,,1,,48,6,,,FL_11,,,,,,,,,,random_driver|blame_noah|blame_robodrive|blame_robocar,random_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,random_driver|volunteer_robodrive|nonlike_robodrive|protest_robodrive|soc_media_robodrive|likeminded_robodrive|donate_robodrive
7/7/21 1:59,7/7/21 2:02,0,71.93.31.136,100,166,1,7/7/21 2:02,R_1rOD5IHrItmC6f6,,,,,46.37730408,-120.3327026,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,100,70,90,90,0,0,0,30,80,75,2,1,2,,1,,63,2,,no,FL_11,,,,,,,,,,random_driver|blame_robodrive|blame_robocar|blame_noah,random_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,random_driver|protest_robodrive|likeminded_robodrive|nonlike_robodrive|donate_robodrive|soc_media_robodrive|volunteer_robodrive
7/7/21 2:00,7/7/21 2:02,0,104.228.169.165,100,81,1,7/7/21 2:02,R_pgC7YTiQKukCde9,,,,,42.96850586,-78.74919891,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,100,63,55,34,0,0,1,73,46,10,2,2,,,,,,,,,,,,,,,1,,1,,39,5,,No,FL_10,,,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,random_pedestri|volunteer_robodrive|protest_robodrive|donate_robodrive|soc_media_robodrive|likeminded_robodrive|nonlike_robodrive,,,
7/7/21 1:56,7/7/21 2:02,0,172.14.118.218,100,331,1,7/7/21 2:02,R_1guS3NtnN8m15Vg,,,,,34.13699341,-118.2375946,anonymous,EN,2,2,90,20,85,100,90,98,0,0,6,11,75,35,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,36,5,,None,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,intentional_pedestri|donate_robodrive|protest_robodrive|soc_media_robodrive|likeminded_robodrive|volunteer_robodrive|nonlike_robodrive,,,,,,,,,
7/7/21 2:00,7/7/21 2:02,0,65.31.180.86,100,108,1,7/7/21 2:02,R_2cnMIUPeEdR5y5T,,,,,42.88949585,-87.90740204,anonymous,EN,2,2,10,93,17,73,63,92,42,25,42,52,51,37,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,25,2,,no,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,intentional_pedestri|volunteer_robodrive|protest_robodrive|likeminded_robodrive|donate_robodrive|soc_media_robodrive|nonlike_robodrive,,,,,,,,,
7/7/21 1:59,7/7/21 2:02,0,47.198.214.176,100,155,1,7/7/21 2:02,R_2Eyqk6v0ltq4mGr,,,,,28.04750061,-82.6147995,anonymous,EN,2,2,,,,,,,,,,,,,,,65,14,81,28,51,14,22,20,0,25,48,49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,45,5,,none,FL_9,,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,intentional_driver|likeminded_robodrive|donate_robodrive|volunteer_robodrive|nonlike_robodrive|soc_media_robodrive|protest_robodrive,,,,,,
7/7/21 2:01,7/7/21 2:02,0,100.16.18.147,100,114,1,7/7/21 2:02,R_2UhXxwJWy4XuupL,,,,,39.53720093,-76.36049652,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,100,100,100,0,0,0,50,100,0,2,1,1,,1,,48,5,,,FL_11,,,,,,,,,,random_driver|blame_robocar|blame_robodrive|blame_noah,random_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,random_driver|likeminded_robodrive|donate_robodrive|nonlike_robodrive|soc_media_robodrive|protest_robodrive|volunteer_robodrive
7/7/21 2:01,7/7/21 2:03,0,47.184.115.63,100,147,1,7/7/21 2:03,R_28CBflprWujQjlG,,,,,33.23800659,-97.11340332,anonymous,EN,2,2,,,,,,,,,,,,,,,50,100,100,100,100,100,0,0,0,0,20,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,26,4,,,FL_9,,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_driver|soc_media_robodrive|donate_robodrive|nonlike_robodrive|volunteer_robodrive|protest_robodrive|likeminded_robodrive,,,,,,
7/7/21 2:02,7/7/21 2:04,0,71.92.127.123,100,115,1,7/7/21 2:04,R_DM1HaN80DGawftf,,,,,42.18890381,-122.6907959,anonymous,EN,2,2,20,0,30,10,0,0,0,0,0,0,100,87,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,40,5,,,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_pedestri|volunteer_robodrive|protest_robodrive|nonlike_robodrive|soc_media_robodrive|donate_robodrive|likeminded_robodrive,,,,,,,,,
7/7/21 2:02,7/7/21 2:04,0,38.66.68.106,100,136,1,7/7/21 2:04,R_cTFGwtk9OuuthRv,,,,,39.97920227,-75.12789917,anonymous,EN,2,2,,,,,,,,,,,,,,,30,3,100,96,60,91,0,4,0,23,94,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,42,8,,,FL_9,,,,intentional_driver|blame_robodrive|blame_robocar|blame_noah,intentional_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive,intentional_driver|soc_media_robodrive|protest_robodrive|donate_robodrive|volunteer_robodrive|likeminded_robodrive|nonlike_robodrive,,,,,,
7/7/21 2:00,7/7/21 2:04,0,96.246.41.95,100,248,1,7/7/21 2:04,R_3eem6hkHRCJ7v4m,,,,,40.73410034,-73.79620361,anonymous,EN,2,2,38,9,72,9,6,7,9,8,7,6,73,19,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,36,8,,No,FL_8,intentional_pedestri|blame_robodrive|blame_robocar|blame_noah,intentional_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,intentional_pedestri|nonlike_robodrive|volunteer_robodrive|donate_robodrive|soc_media_robodrive|protest_robodrive|likeminded_robodrive,,,,,,,,,
7/7/21 1:51,7/7/21 2:04,0,104.180.25.104,100,796,1,7/7/21 2:04,R_eez13JKb7OK7yWR,,,,,30.39579773,-81.68930054,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,85,90,100,100,100,25,50,20,60,50,50,2,1,2,,2,,30,2,,No.,FL_11,,,,,,,,,,random_driver|blame_robodrive|blame_robocar|blame_noah,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_driver|nonlike_robodrive|protest_robodrive|soc_media_robodrive|volunteer_robodrive|donate_robodrive|likeminded_robodrive
7/7/21 2:03,7/7/21 2:04,0,207.38.161.22,100,96,1,7/7/21 2:04,R_2aYaQwRpE9Zve1X,,,,,40.76089478,-73.91149902,anonymous,EN,2,2,,,,,,,,,,,,,,,10,10,50,10,10,10,0,0,0,5,50,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,32,6,,,FL_9,,,,intentional_driver|blame_robocar|blame_noah|blame_robodrive,intentional_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,intentional_driver|protest_robodrive|donate_robodrive|soc_media_robodrive|likeminded_robodrive|nonlike_robodrive|volunteer_robodrive,,,,,,
7/7/21 1:58,7/7/21 2:04,0,24.118.190.140,100,366,1,7/7/21 2:04,R_Z9mg18RWnTrVjdT,,,,,44.76010132,-93.27480316,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,49,60,49,49,49,0,0,0,7,50,50,2,1,2,,1,,34,5,,,FL_11,,,,,,,,,,random_driver|blame_noah|blame_robocar|blame_robodrive,random_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,random_driver|donate_robodrive|soc_media_robodrive|nonlike_robodrive|protest_robodrive|volunteer_robodrive|likeminded_robodrive
7/7/21 2:02,7/7/21 2:04,0,68.36.215.223,100,165,1,7/7/21 2:04,R_0HT6TFbjD5tlo5j,,,,,42.65629578,-83.12310028,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,49,97,93,94,92,66,75,72,83,55,58,2,2,2,,3,,49,5,,,FL_11,,,,,,,,,,random_driver|blame_noah|blame_robocar|blame_robodrive,random_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,random_driver|volunteer_robodrive|donate_robodrive|soc_media_robodrive|likeminded_robodrive|nonlike_robodrive|protest_robodrive
7/7/21 2:03,7/7/21 2:05,0,96.39.249.201,100,118,1,7/7/21 2:05,R_vqmjUZf3BahpWjD,,,,,34.06480408,-118.0859985,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,72,66,50,63,49,0,0,0,0,24,12,2,2,,,,,,,,,,,,,,,1,,3,,23,5,,,FL_10,,,,,,,random_pedestri|blame_robodrive|blame_robocar|blame_noah,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,random_pedestri|volunteer_robodrive|nonlike_robodrive|donate_robodrive|likeminded_robodrive|soc_media_robodrive|protest_robodrive,,,
7/7/21 2:02,7/7/21 2:05,0,75.83.84.2,100,160,1,7/7/21 2:05,R_DACwPhbpyvTko8N,,,,,34.18510437,-118.7705994,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,74,70,71,82,59,0,0,13,4,0,0,3,1,1,,1,,32,5,,,FL_11,,,,,,,,,,random_driver|blame_robodrive|blame_robocar|blame_noah,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_driver|donate_robodrive|protest_robodrive|volunteer_robodrive|nonlike_robodrive|likeminded_robodrive|soc_media_robodrive
7/7/21 2:03,7/7/21 2:05,0,68.198.118.66,100,86,1,7/7/21 2:05,R_3PG2dV9o3BIRa9o,,,,,40.90139771,-73.9056015,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,78,52,99,0,25,50,100,92,54,2,1,1,,1,,29,5,,,FL_11,,,,,,,,,,random_driver|blame_noah|blame_robodrive|blame_robocar,random_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,random_driver|protest_robodrive|likeminded_robodrive|volunteer_robodrive|soc_media_robodrive|donate_robodrive|nonlike_robodrive
7/7/21 2:03,7/7/21 2:05,0,104.53.223.200,100,145,1,7/7/21 2:05,R_3DbvIULjhZ6gDNb,,,,,37.32090759,-121.9125977,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,100,100,70,100,60,24,26,96,77,24,0,1,1,1,,1,,32,5,,,FL_11,,,,,,,,,,random_driver|blame_noah|blame_robocar|blame_robodrive,random_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive,random_driver|likeminded_robodrive|donate_robodrive|volunteer_robodrive|protest_robodrive|nonlike_robodrive|soc_media_robodrive
7/7/21 2:02,7/7/21 2:05,0,99.2.65.40,100,188,1,7/7/21 2:05,R_3CKoausAbmdI0Dv,,,,,30.27549744,-81.58149719,anonymous,EN,2,2,,,,,,,,,,,,,,,0,0,100,0,0,0,0,0,0,10,50,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,38,5,,,FL_9,,,,intentional_driver|blame_robodrive|blame_noah|blame_robocar,intentional_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive,intentional_driver|nonlike_robodrive|donate_robodrive|soc_media_robodrive|volunteer_robodrive|protest_robodrive|likeminded_robodrive,,,,,,
7/7/21 2:02,7/7/21 2:05,0,70.231.69.192,100,179,1,7/7/21 2:05,R_24jHtEn988rs2V5,,,,,38.69760132,-90.36039734,anonymous,EN,2,2,,,,,,,,,,,,,,,50,49,100,0,0,0,87,83,48,72,82,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,27,5,,,FL_9,,,,intentional_driver|blame_noah|blame_robodrive|blame_robocar,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,intentional_driver|protest_robodrive|volunteer_robodrive|donate_robodrive|likeminded_robodrive|nonlike_robodrive|soc_media_robodrive,,,,,,
7/7/21 2:00,7/7/21 2:05,0,172.9.229.156,100,279,1,7/7/21 2:05,R_2zPacZx5UbwIGbN,,,,,42.11239624,-87.97899628,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,25,92,18,40,44,0,0,0,5,82,24,2,2,,,,,,,,,,,,,,,1,,1,,60,6,,No comments.,FL_10,,,,,,,random_pedestri|blame_noah|blame_robodrive|blame_robocar,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,random_pedestri|donate_robodrive|protest_robodrive|nonlike_robodrive|soc_media_robodrive|likeminded_robodrive|volunteer_robodrive,,,
7/7/21 2:02,7/7/21 2:05,0,98.202.187.166,100,177,1,7/7/21 2:05,R_6kSfdGi3x1Ld9Sh,,,,,40.60380554,-112.0404968,anonymous,EN,2,2,40,0,70,85,0,0,40,25,50,20,80,20,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,67,6,,,FL_8,intentional_pedestri|blame_robodrive|blame_robocar|blame_noah,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,intentional_pedestri|protest_robodrive|nonlike_robodrive|volunteer_robodrive|soc_media_robodrive|likeminded_robodrive|donate_robodrive,,,,,,,,,
7/7/21 2:01,7/7/21 2:05,0,70.185.215.143,100,278,1,7/7/21 2:05,R_1feBMLdTD2GtCnU,,,,,36.04319763,-95.80719757,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,70,70,25,10,10,10,17,75,47,39,2,2,,,,,,,,,,,,,,,2,,1,,22,4,,,FL_10,,,,,,,random_pedestri|blame_noah|blame_robodrive|blame_robocar,random_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,random_pedestri|soc_media_robodrive|donate_robodrive|volunteer_robodrive|likeminded_robodrive|protest_robodrive|nonlike_robodrive,,,
