StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,att1,att2,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,AC_3_intent_pedestri,AC_4_intent_pedestri,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,AC_3_intent_driver,AC_4_intent_driver,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,AC_3_random_pedestri,AC_4_random_pedestri,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,AC_3_random_driver,AC_4_random_driver,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,FL_4_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO
7/10/21 14:46,7/10/21 14:48,0,136.34.37.248,100,99,1,7/10/21 14:48,R_UGyryYlYTNu4RpL,,,,,39.08309937,-94.58529663,anonymous,EN,2,2,,,,,,,,,80,0,30,0,20,15,1,1,,,,,,,,,,,,,,,,,1,,1,,34,2,,,FL_9,,,intentional_driver|blame_noah|blame_robodrive|blame_robocar,intentional_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,,,,
7/10/21 14:46,7/10/21 14:48,0,45.27.232.55,100,91,1,7/10/21 14:48,R_1pJUzu6s7krNWtn,,,,,30.29029846,-81.50920105,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,100,71,13,50,29,2,2,,,,,,,,,2,,1,,33,5,,,FL_10,,,,,random_pedestri|blame_noah|blame_robocar|blame_robodrive,random_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,
7/10/21 14:45,7/10/21 14:48,0,69.204.64.37,100,193,1,7/10/21 14:48,R_2SAGuhejWjeMrJH,,,,,43.05050659,-78.85299683,anonymous,EN,2,2,,,,,,,,,39,0,73,37,16,10,1,1,,,,,,,,,,,,,,,,,1,,1,,36,5,,no issues,FL_9,,,intentional_driver|blame_robodrive|blame_robocar|blame_noah,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,
7/10/21 14:47,7/10/21 14:49,0,73.25.179.184,100,122,1,7/10/21 14:49,R_Q3S9BPJd20jXho5,,,,,45.52209473,-122.8585052,anonymous,EN,2,2,0,100,50,0,50,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,48,4,,NA,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,,,
7/10/21 14:47,7/10/21 14:49,0,74.105.221.72,100,103,1,7/10/21 14:49,R_297bXP4C1QAicvG,,,,,40.30140686,-74.07050323,anonymous,EN,2,2,,,,,,,,,50,0,50,100,0,0,1,1,,,,,,,,,,,,,,,,,2,,1,,55,5,,,FL_9,,,intentional_driver|blame_robocar|blame_noah|blame_robodrive,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,
7/10/21 14:45,7/10/21 14:49,0,172.58.43.134,100,240,1,7/10/21 14:49,R_2ykdxz8rbxPVfn6,,,,,47.32359314,-122.3186951,anonymous,EN,2,2,,,,,,,,,,,,,,,,,1,1,20,1,1,20,2,2,,,,,,,,,1,,1,,52,5,,"Point of confusion:  When you say ""driver"" don't you mean ""passenger""? It's the RoboCar that's driving, right?",FL_10,,,,,random_pedestri|blame_robodrive|blame_noah|blame_robocar,random_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,,
7/10/21 14:45,7/10/21 14:50,0,73.80.180.22,100,264,1,7/10/21 14:50,R_2S0rg2UZUCGPLsF,,,,,39.47219849,-74.45659637,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,0,0,0,2,1,2,,5,Jew,75,7,,nothing,FL_11,,,,,,,random_driver|blame_noah|blame_robocar|blame_robodrive,random_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive
7/10/21 14:48,7/10/21 14:50,0,68.118.87.34,100,103,1,7/10/21 14:50,R_1d5m6eCk4bebrsp,,,,,36.22399902,-83.31790161,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,75,0,25,50,0,0,2,1,2,,1,,40,5,,,FL_11,,,,,,,random_driver|blame_robodrive|blame_noah|blame_robocar,random_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive
7/10/21 14:48,7/10/21 14:50,0,50.49.201.74,100,162,1,7/10/21 14:50,R_3MG0hevnG3aniUt,,,,,41.42590332,-74.16169739,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,0,75,30,50,60,2,2,,,,,,,,,2,,1,,51,4,,,FL_10,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,,
7/10/21 14:49,7/10/21 14:51,0,47.151.49.100,100,94,1,7/10/21 14:51,R_2497PWUaXJzaKVF,,,,,33.96870422,-118.0370026,anonymous,EN,2,2,64,74,70,40,39,41,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,42,4,,,FL_8,intentional_pedestri|blame_noah|blame_robodrive|blame_robocar,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,,,,,,
7/10/21 14:29,7/10/21 14:51,0,72.229.5.105,100,1327,1,7/10/21 14:51,R_2tG7RVFNrlZDBEG,,,,,40.72599792,-73.84799957,anonymous,EN,2,2,,,,,,,,,8,70,81,73,52,49,2,1,,,,,,,,,,,,,,,,,2,,1,,50,5,,,FL_9,,,intentional_driver|blame_robocar|blame_noah|blame_robodrive,intentional_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,,,,
7/10/21 14:50,7/10/21 14:52,0,24.147.19.62,100,76,1,7/10/21 14:52,R_3hFKkJf3LfOSUev,,,,,42.45669556,-71.37470245,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,50,84,82,81,62,55,2,1,2,,1,,31,5,,,FL_11,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive
7/10/21 14:47,7/10/21 14:52,0,69.14.241.222,100,285,1,7/10/21 14:52,R_ABrvAUWIa7LsFJT,,,,,40.01809692,-83.01170349,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,65,0,50,12,0,50,2,1,1,,1,,38,8,,,FL_11,,,,,,,random_driver|blame_robodrive|blame_robocar|blame_noah,random_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive
7/10/21 14:48,7/10/21 14:53,0,199.66.65.105,100,254,1,7/10/21 14:53,R_scmi8BmRnZBp5tL,,,,,39.59919739,-86.12999725,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,0,100,100,100,100,2,2,,,,,,,,,2,,1,,48,4,,,FL_10,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,
7/10/21 14:51,7/10/21 14:53,0,24.25.130.248,100,101,1,7/10/21 14:53,R_3oN4fLFjzhPorT6,,,,,43.07290649,-75.60299683,anonymous,EN,2,2,67,50,85,69,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,54,4,,,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,,,
7/10/21 14:51,7/10/21 14:54,0,24.13.112.175,100,132,1,7/10/21 14:54,R_3NR3GfV52JYObxm,,,,,41.80400085,-87.70700073,anonymous,EN,2,2,,,,,,,,,0,75,0,99,97,88,1,1,,,,,,,,,,,,,,,,,2,,1,,40,4,,none,FL_9,,,intentional_driver|blame_noah|blame_robodrive|blame_robocar,intentional_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive,,,,
7/10/21 14:47,7/10/21 14:54,0,70.95.37.228,100,378,1,7/10/21 14:54,R_2S0urBCi3uhh7cY,,,,,32.7993927,-117.1685944,anonymous,EN,2,2,,,,,,,,,,,,,,,,,70,100,100,100,100,100,2,2,,,,,,,,,2,,3,,33,5,,,FL_10,,,,,random_pedestri|blame_noah|blame_robodrive|blame_robocar,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,
7/10/21 14:52,7/10/21 14:55,0,174.208.37.4,100,168,1,7/10/21 14:55,R_3G3ZtKExcE15ulk,,,,,42.97320557,-78.84750366,anonymous,EN,2,2,,,,,,,,,0,50,92,100,92,72,3,1,,,,,,,,,,,,,,,,,2,,1,,46,6,,,FL_9,,,intentional_driver|blame_robocar|blame_noah|blame_robodrive,intentional_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,
7/10/21 14:54,7/10/21 14:56,0,24.194.189.159,100,141,1,7/10/21 14:56,R_1H5zlXSKRIMhDvL,,,,,42.63589478,-73.72190094,anonymous,EN,2,2,100,0,100,100,100,100,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,68,5,,,FL_8,intentional_pedestri|blame_noah|blame_robocar|blame_robodrive,intentional_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,,,,,,
7/10/21 14:55,7/10/21 14:56,0,71.61.246.249,100,88,1,7/10/21 14:56,R_1duI7eJ1ygFSM12,,,,,40.41819763,-80.0510025,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,20,82,100,100,93,92,2,2,1,,1,,43,5,,None!,FL_11,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive
7/10/21 14:52,7/10/21 14:56,0,73.1.253.189,100,256,1,7/10/21 14:56,R_3lQFbKUuTqhIamj,,,,,27.23660278,-80.22709656,anonymous,EN,2,2,,,,,,,,,90,4,90,100,100,100,1,1,,,,,,,,,,,,,,,,,2,,1,,48,5,,,FL_9,,,intentional_driver|blame_noah|blame_robodrive|blame_robocar,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,
7/10/21 14:53,7/10/21 14:57,0,74.197.6.18,100,237,1,7/10/21 14:57,R_2vkmCXHOgnc4xRx,,,,,31.47120667,-100.4384995,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,100,100,100,100,100,2,2,,,,,,,,,2,,1,,44,2,,,FL_10,,,,,random_pedestri|blame_noah|blame_robocar|blame_robodrive,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,
7/10/21 14:54,7/10/21 14:57,0,216.82.131.249,100,165,1,7/10/21 14:57,R_1rfzKxUIddHj9Pm,,,,,29.34910583,-98.11470032,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,2,1,2,,1,,51,4,,,FL_11,,,,,,,random_driver|blame_robodrive|blame_robocar|blame_noah,random_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive
7/10/21 14:56,7/10/21 14:57,0,24.178.151.122,100,84,1,7/10/21 14:57,R_AO38FSnw4OLSZDb,,,,,34.72340393,-82.46510315,anonymous,EN,2,2,,,,,,,,,,,,,,,,,23,82,82,81,86,82,1,2,,,,,,,,,1,,1,,50,5,,,FL_10,,,,,random_pedestri|blame_noah|blame_robodrive|blame_robocar,random_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,
7/10/21 14:56,7/10/21 14:58,0,75.22.103.98,100,104,1,7/10/21 14:58,R_2Qso2ZmrKYNQh7b,,,,,40.11039734,-83.11309814,anonymous,EN,2,2,,,,,,,,,0,100,100,0,0,0,1,1,,,,,,,,,,,,,,,,,1,,1,,35,5,,,FL_9,,,intentional_driver|blame_noah|blame_robodrive|blame_robocar,intentional_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,
7/10/21 14:57,7/10/21 14:59,0,67.248.61.124,100,119,1,7/10/21 14:59,R_25NKCt1PgH7AKC8,,,,,42.48950195,-79.33110046,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,100,100,100,2,1,2,,1,,50,3,,,FL_11,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive
7/10/21 14:55,7/10/21 14:59,0,23.105.162.102,100,259,1,7/10/21 14:59,R_3IcsJTQTSkORvmF,,,,,37.75100708,-97.8219986,anonymous,EN,2,2,82,96,94,100,97,97,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,52,5,,,FL_8,intentional_pedestri|blame_noah|blame_robodrive|blame_robocar,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,,,,,,
7/10/21 14:56,7/10/21 14:59,0,73.16.92.219,100,185,1,7/10/21 14:59,R_6Mg9VHI8OUdmmad,,,,,41.31480408,-72.69940186,anonymous,EN,2,2,40,60,90,70,80,70,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,23,5,,N/A,FL_8,intentional_pedestri|blame_robocar|blame_robodrive|blame_noah,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,,,,,,
7/10/21 14:58,7/10/21 15:00,0,24.181.52.230,100,123,1,7/10/21 15:00,R_3KoyIZvbZvrVK7G,,,,,35.50549316,-82.99120331,anonymous,EN,2,2,,,,,,,,,,,,,,,,,100,50,100,0,50,50,2,2,,,,,,,,,1,,1,,38,4,,,FL_10,,,,,random_pedestri|blame_robodrive|blame_robocar|blame_noah,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,
7/10/21 14:58,7/10/21 15:00,0,76.127.219.165,100,101,1,7/10/21 15:00,R_pLxPqiH0B8zHDvX,,,,,42.78529358,-71.0714035,anonymous,EN,2,2,,,,,,,,,50,0,81,50,50,50,1,1,,,,,,,,,,,,,,,,,1,,1,,32,6,,,FL_9,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,
7/10/21 14:59,7/10/21 15:00,0,72.224.226.192,100,107,1,7/10/21 15:00,R_2scHN27HLCwKSl3,,,,,43.52479553,-70.4559021,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,96,100,99,100,100,3,1,2,,1,,39,2,,,FL_11,,,,,,,random_driver|blame_noah|blame_robocar|blame_robodrive,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive
7/10/21 15:00,7/10/21 15:01,0,174.101.212.155,100,65,1,7/10/21 15:01,R_3PjgzdJc4n0ndRQ,,,,,39.90800476,-83.83540344,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,100,50,24,24,25,2,2,,,,,,,,,1,,1,,38,2,,,FL_10,,,,,random_pedestri|blame_noah|blame_robocar|blame_robodrive,random_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,
7/10/21 15:00,7/10/21 15:02,0,47.26.158.132,100,122,1,7/10/21 15:02,R_vMOWqHK61XEVpmx,,,,,42.82429504,-85.42559814,anonymous,EN,2,2,,,,,,,,,0,40,40,60,20,30,1,1,,,,,,,,,,,,,,,,,2,,1,,32,4,,,FL_9,,,intentional_driver|blame_robodrive|blame_noah|blame_robocar,intentional_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive,,,,
7/10/21 15:01,7/10/21 15:03,0,71.224.113.6,100,98,1,7/10/21 15:03,R_2V84T6y5CpCKuOx,,,,,40.02180481,-75.26309967,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,32,50,49,51,40,2,3,2,,3,,29,7,,No,FL_11,,,,,,,random_driver|blame_robocar|blame_robodrive|blame_noah,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive
7/10/21 15:01,7/10/21 15:03,0,73.66.232.105,100,142,1,7/10/21 15:03,R_1hJTy95JVSxFej4,,,,,38.56390381,-121.441803,anonymous,EN,2,2,,,,,,,,,,,,,,,,,50,100,100,100,100,92,2,2,,,,,,,,,1,,1,,59,4,,I have no additional comment,FL_10,,,,,random_pedestri|blame_robocar|blame_noah|blame_robodrive,random_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,,
7/10/21 15:00,7/10/21 15:03,0,68.248.147.9,100,198,1,7/10/21 15:03,R_3HCtc8ZUUg29Jj5,,,,,38.33340454,-85.4673996,anonymous,EN,2,2,19,41,80,91,82,81,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,53,6,,,FL_8,intentional_pedestri|blame_robodrive|blame_robocar|blame_noah,intentional_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,,,,,,
7/10/21 14:58,7/10/21 15:04,0,63.152.6.242,100,373,1,7/10/21 15:04,R_3e4yglZXxH2EO0P,,,,,42.02279663,-91.65720367,anonymous,EN,2,2,0,50,50,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,45,4,,N/A,FL_8,intentional_pedestri|blame_noah|blame_robocar|blame_robodrive,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,,,,,,
7/10/21 15:03,7/10/21 15:04,0,107.15.128.4,100,73,1,7/10/21 15:04,R_1pxuzcXX03qV36C,,,,,35.96099854,-78.92910004,anonymous,EN,2,2,,,,,,,,,20,0,82,0,0,0,3,1,,,,,,,,,,,,,,,,,2,,1,,29,4,,N/A,FL_9,,,intentional_driver|blame_robodrive|blame_noah|blame_robocar,intentional_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive,,,,
7/10/21 15:03,7/10/21 15:04,0,159.250.48.144,100,86,1,7/10/21 15:04,R_2fdKIcbQ06kv6Ro,,,,,39.95089722,-79.96240234,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,2,1,1,,1,,60,5,,i bought the car knowing it could kill me some day so it is my fault like having a pet lion,FL_11,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive
7/10/21 15:00,7/10/21 15:05,0,70.161.225.245,100,269,1,7/10/21 15:05,R_26gSAWutvOBMmy9,,,,,36.91349792,-76.2826004,anonymous,EN,2,2,90,0,90,90,90,90,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,71,4,,No.,FL_8,intentional_pedestri|blame_noah|blame_robocar|blame_robodrive,intentional_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,,,,,
7/10/21 15:03,7/10/21 15:05,0,73.172.51.32,100,115,1,7/10/21 15:05,R_3j27zodObuGV0n3,,,,,39.293396,-75.60179901,anonymous,EN,2,2,,,,,,,,,40,40,80,70,60,60,1,1,,,,,,,,,,,,,,,,,2,,1,,36,3,,"No, thank you.",FL_9,,,intentional_driver|blame_robocar|blame_robodrive|blame_noah,intentional_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,,,,
7/10/21 14:57,7/10/21 15:05,0,24.112.188.98,100,498,1,7/10/21 15:05,R_SZVirT97I7wNEjv,,,,,39.27619934,-80.7928009,anonymous,EN,2,2,,,,,,,,,80,90,100,100,91,97,1,1,,,,,,,,,,,,,,,,,2,,1,,56,4,,I wonder if the pedestrian was at fault.,FL_9,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive,,,,
7/10/21 15:03,7/10/21 15:05,0,174.196.140.58,100,131,1,7/10/21 15:05,R_2eOs4QlRrS4ZWiD,,,,,38.82080078,-77.45629883,anonymous,EN,2,2,50,0,50,29,30,29,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,41,6,,,FL_8,intentional_pedestri|blame_robocar|blame_robodrive|blame_noah,intentional_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,,,
7/10/21 14:54,7/10/21 15:06,0,67.253.138.8,100,689,1,7/10/21 15:06,R_2dRSDGMYI7kVuzc,,,,,43.81280518,-70.48519897,anonymous,EN,2,2,0,100,100,90,100,81,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,35,5,,none,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,,,,,
7/10/21 15:03,7/10/21 15:07,0,173.184.30.159,100,209,1,7/10/21 15:07,R_2BsSVfWnFNCCPNZ,,,,,41.38929749,-81.30490112,anonymous,EN,2,2,,,,,,,,,,,,,,,,,50,50,60,30,50,50,2,2,,,,,,,,,1,,1,,41,6,,,FL_10,,,,,random_pedestri|blame_robocar|blame_noah|blame_robodrive,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,
7/10/21 15:06,7/10/21 15:07,0,96.8.132.177,100,81,1,7/10/21 15:07,R_sM4GKMfQAFQWvjb,,,,,29.92599487,-98.38220215,anonymous,EN,2,2,93,92,92,21,81,71,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,58,5,,,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,,,,,
7/10/21 15:05,7/10/21 15:08,0,162.235.157.11,100,176,1,7/10/21 15:08,R_Odw4P40FPTytiaB,,,,,42.70829773,-87.79869843,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,100,50,100,100,100,100,2,1,1,,1,,66,4,,no,FL_11,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive
7/10/21 14:59,7/10/21 15:09,0,98.143.227.4,100,593,1,7/10/21 15:09,R_3Rw2dzRWjxDXIsV,,,,,43.72180176,-91.01429749,anonymous,EN,2,2,,,,,,,,,,,,,,,,,45,10,45,50,66,66,2,2,,,,,,,,,1,,1,,65,5,,"This study was excellent in the fact that it really made me think, pause .. and re-think each scenario question. I am very interested in things such as Artificial Intelligence so I found this study extra interesting. Thank you for allowing me to participate in this superb study.",FL_10,,,,,random_pedestri|blame_noah|blame_robocar|blame_robodrive,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,
7/10/21 15:08,7/10/21 15:09,0,72.92.230.97,100,92,1,7/10/21 15:09,R_2ZBVnQrIAiHm8qf,,,,,41.83070374,-71.39820099,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,1,1,2,,1,,33,6,,,FL_11,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive
7/10/21 15:06,7/10/21 15:10,0,70.126.162.136,100,230,1,7/10/21 15:10,R_1mWcwAdej81SvWf,,,,,27.54299927,-82.56020355,anonymous,EN,2,2,,,,,,,,,,,,,,,,,50,75,75,60,80,50,2,2,,,,,,,,,1,,1,,52,3,,Thought provoking survey. No issues.,FL_10,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,,
7/10/21 15:09,7/10/21 15:10,0,73.119.248.194,100,61,1,7/10/21 15:10,R_3HowcC1aSkyP55v,,,,,43.01100159,-71.45709991,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,0,100,100,100,100,2,2,,,,,,,,,2,,1,,38,4,,None,FL_10,,,,,random_pedestri|blame_robocar|blame_noah|blame_robodrive,random_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,,
7/10/21 15:09,7/10/21 15:10,0,68.189.204.74,100,95,1,7/10/21 15:10,R_8qxbAYHsjPqJFhn,,,,,38.73100281,-90.10970306,anonymous,EN,2,2,,,,,,,,,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,1,,1,,31,5,,,FL_9,,,intentional_driver|blame_robocar|blame_robodrive|blame_noah,intentional_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive,,,,
7/10/21 15:09,7/10/21 15:11,0,73.248.149.171,100,151,1,7/10/21 15:11,R_3PMI52Nw4YBpPRd,,,,,40.23809814,-74.78220367,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,82,49,49,2,1,2,,1,,57,4,,,FL_11,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive
7/10/21 15:09,7/10/21 15:11,0,47.211.97.140,100,146,1,7/10/21 15:11,R_3qkDrCktD5n3dou,,,,,31.28179932,-94.55919647,anonymous,EN,2,2,100,100,100,100,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,43,5,,,FL_8,intentional_pedestri|blame_robocar|blame_robodrive|blame_noah,intentional_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,,,,,,
7/10/21 15:09,7/10/21 15:12,0,68.80.239.243,100,189,1,7/10/21 15:12,R_2ziHEmDUzzEb7SV,,,,,40.33500671,-75.6588974,anonymous,EN,2,2,90,20,90,98,100,95,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,63,2,,none,FL_8,intentional_pedestri|blame_robocar|blame_noah|blame_robodrive,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,,,,,,
7/10/21 15:09,7/10/21 15:12,0,76.183.132.139,100,173,1,7/10/21 15:12,R_3I0ngkV2fip96f3,,,,,32.85450745,-97.1359024,anonymous,EN,2,2,,,,,,,,,,,,,,,,,75,10,25,20,10,30,2,2,,,,,,,,,2,,1,,62,6,,no comments,FL_10,,,,,random_pedestri|blame_robocar|blame_noah|blame_robodrive,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,
7/10/21 15:10,7/10/21 15:13,0,99.28.137.234,100,140,1,7/10/21 15:13,R_xgz9Rub3tb2z5Nn,,,,,29.86360168,-95.20539856,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,50,70,81,65,70,24,2,1,1,,1,,21,4,,,FL_11,,,,,,,random_driver|blame_robocar|blame_robodrive|blame_noah,random_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive
7/10/21 15:11,7/10/21 15:13,0,23.118.182.219,100,101,1,7/10/21 15:13,R_bNvBN2pG9eRyb29,,,,,38.26699829,-122.0439987,anonymous,EN,2,2,,,,,,,,,,,,,,,,,73,5,81,81,70,83,2,2,,,,,,,,,2,,1,,47,5,,none,FL_10,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,
7/10/21 15:11,7/10/21 15:13,0,73.148.83.96,100,109,1,7/10/21 15:13,R_2c2i1laFOyT4Sfc,,,,,38.27099609,-77.54949951,anonymous,EN,2,2,10,80,50,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,48,5,,No.,FL_8,intentional_pedestri|blame_robodrive|blame_noah|blame_robocar,intentional_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,,,
7/10/21 15:12,7/10/21 15:14,0,73.173.103.253,100,87,1,7/10/21 15:14,R_scKMdHRQ3FPzWwh,,,,,39.21240234,-76.87760162,anonymous,EN,2,2,,,,,,,,,0,0,100,0,0,0,1,1,,,,,,,,,,,,,,,,,1,,1,,27,5,,,FL_9,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,
