StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,TP_unforced,fp_unforced,tp_forced,fp_forced,comp1,comp2,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,ses,ses_8_TEXT,FL_9_DO
7/23/21 21:46,7/23/21 21:46,0,98.178.241.194,100,49,1,7/23/21 21:46,R_Qb6uOpDimik3VBL,,,,,33.54089355,-117.7845993,anonymous,EN,2,2,2,,,,2,2,1,1,,2,,24,4,,FP_forced
7/23/21 21:44,7/23/21 21:46,0,72.169.80.181,100,131,1,7/23/21 21:46,R_3jTjqf28yvkMCig,,,,,32.7796936,-96.80220032,anonymous,EN,2,2,2,3,,,,1,2,2,,3,,46,4,,TP_unforced
7/23/21 21:45,7/23/21 21:47,0,74.196.38.36,100,115,1,7/23/21 21:47,R_QcOOH4JSSF5ruSd,,,,,35.82119751,-77.10220337,anonymous,EN,2,2,2,,3,,,2,2,2,,1,,34,4,,FP_unforced
7/23/21 21:46,7/23/21 21:47,0,68.102.252.203,100,81,1,7/23/21 21:47,R_3PSwnR0EqV9Km20,,,,,38.82530212,-97.63890076,anonymous,EN,2,2,1,,,,,,,,,,,,,,
7/23/21 21:46,7/23/21 21:48,0,172.116.49.241,100,132,1,7/23/21 21:48,R_2Y8MiBvmTDwC35V,,,,,34.09030151,-118.3749008,anonymous,EN,2,2,2,,,2,,1,1,2,,3,,38,5,,TP_forced
7/23/21 21:47,7/23/21 21:48,0,73.145.147.39,100,68,1,7/23/21 21:48,R_1jkY4OgxYrduH2r,,,,,42.73669434,-84.47579956,anonymous,EN,2,2,2,,,,2,2,1,1,,3,,35,5,,FP_forced
7/23/21 21:46,7/23/21 21:48,0,69.148.165.226,100,78,1,7/23/21 21:48,R_DNrnhsqhZLcTdyp,,,,,39.10290527,-94.57129669,anonymous,EN,2,2,2,3,,,,1,2,2,,3,,59,4,,TP_unforced
7/23/21 21:47,7/23/21 21:48,0,98.28.193.127,100,66,1,7/23/21 21:48,R_d71WTP7GF2SaGA1,,,,,39.20410156,-84.39679718,anonymous,EN,2,2,2,,,,1,2,1,2,,3,,35,6,,FP_forced
7/23/21 21:47,7/23/21 21:48,0,64.224.82.193,100,60,1,7/23/21 21:48,R_R90ZCwTS1CMlNEB,,,,,38.65299988,-92.78009796,anonymous,EN,2,2,2,2,,,,1,2,1,,3,,50,3,,TP_unforced
7/23/21 21:47,7/23/21 21:48,0,69.121.147.81,100,94,1,7/23/21 21:48,R_21GIq8MBOAHGEFU,,,,,41.02459717,-74.06819916,anonymous,EN,2,2,2,2,,,,1,2,2,,3,,48,1,,TP_unforced
7/23/21 21:46,7/23/21 21:48,0,75.115.229.222,100,121,1,7/23/21 21:48,R_2fk3UCs0GbSoCfw,,,,,27.78700256,-82.67610168,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,46,3,,TP_forced
7/23/21 21:44,7/23/21 21:50,0,174.250.26.10,100,317,1,7/23/21 21:50,R_3RgYADHS3X7QLQH,,,,,37.75100708,-97.8219986,anonymous,EN,2,2,2,,3,,,2,2,1,,2,,66,3,,FP_unforced
7/23/21 21:49,7/23/21 21:50,0,74.218.131.66,100,63,1,7/23/21 21:50,R_1gFOQd19dbNuYuZ,,,,,38.210495,-85.6269989,anonymous,EN,2,2,2,,,,1,2,1,2,,3,,31,4,,FP_forced
7/23/21 21:49,7/23/21 21:50,0,76.186.1.122,100,62,1,7/23/21 21:50,R_2VrsqMYVm1XDDoB,,,,,29.52110291,-98.32929993,anonymous,EN,2,2,2,,,1,,,1,1,,3,,39,4,,TP_forced
7/23/21 21:46,7/23/21 21:51,0,67.191.177.45,100,319,1,7/23/21 21:51,R_3O0Ip3s89y7BolH,,,,,34.04139709,-84.50530243,anonymous,EN,2,2,2,,1,,,,2,1,,3,,45,3,,FP_unforced
7/23/21 21:50,7/23/21 21:51,0,98.29.29.16,100,88,1,7/23/21 21:51,R_cYcn3D0ZaJjfS6d,,,,,39.60620117,-84.16950226,anonymous,EN,2,2,2,3,,,,1,2,2,,3,,51,4,,TP_unforced
7/23/21 21:51,7/23/21 21:51,0,97.113.19.129,100,41,1,7/23/21 21:51,R_qxPthESdxxQ8Xol,,,,,47.61369324,-122.3103943,anonymous,EN,2,2,2,,,2,,,1,1,,2,,45,4,,TP_forced
7/23/21 21:50,7/23/21 21:52,0,99.145.17.67,100,130,1,7/23/21 21:52,R_BXswfXiFWwUFKPD,,,,,36.00140381,-83.91249847,anonymous,EN,2,2,2,,,1,,,1,1,,3,,24,3,,TP_forced
7/23/21 21:51,7/23/21 21:52,0,76.0.17.197,100,94,1,7/23/21 21:52,R_1JPGg2x10t0iCzQ,,,,,38.57730103,-92.24430084,anonymous,EN,2,2,2,,,,2,,1,2,,3,,45,3,,FP_forced
7/23/21 21:52,7/23/21 21:53,0,104.57.29.154,100,46,1,7/23/21 21:53,R_2waYD1EHT96d4Uw,,,,,35.76139832,-78.60150146,anonymous,EN,2,2,2,,,,2,,1,1,,3,,35,4,,FP_forced
7/23/21 21:52,7/23/21 21:53,0,104.231.114.144,100,47,1,7/23/21 21:53,R_vdWp3Yc88Vi8mhX,,,,,41.63250732,-81.40339661,anonymous,EN,2,2,2,2,,,,1,2,3,,1,,22,1,,TP_unforced
7/23/21 21:51,7/23/21 21:53,0,76.126.153.168,100,127,1,7/23/21 21:54,R_XRg7llcU7WburYZ,,,,,37.5428009,-122.2971039,anonymous,EN,2,2,2,3,,,,1,2,1,,3,,33,5,,TP_unforced
7/23/21 21:52,7/23/21 21:54,0,97.87.108.253,100,87,1,7/23/21 21:54,R_3MsrJLRteVLlt7T,,,,,37.31750488,-89.54589844,anonymous,EN,2,2,2,,1,,,2,1,2,,3,,,6,,FP_unforced
7/23/21 21:52,7/23/21 21:54,0,69.138.125.3,100,123,1,7/23/21 21:54,R_eYfzmsOCMQTeE1j,,,,,26.66810608,-81.76460266,anonymous,EN,2,2,2,,,2,,1,1,2,,3,,38,3,,TP_forced
7/23/21 21:54,7/23/21 21:54,0,67.246.81.170,100,15,1,7/23/21 21:54,R_r3glSoirrjIiR6p,,,,,42.92849731,-76.55909729,anonymous,EN,2,2,1,,,,,,,,,,,,,,
7/23/21 21:53,7/23/21 21:55,0,71.204.87.146,100,97,1,7/23/21 21:55,R_2V2srq9CAYQoAXU,,,,,33.93719482,-84.07910156,anonymous,EN,2,2,2,,,,1,,1,2,,2,,26,4,,FP_forced
7/23/21 21:54,7/23/21 21:55,0,75.179.7.166,100,96,1,7/23/21 21:55,R_1DM4zZPzn1C8hs8,,,,,41.12590027,-80.6568985,anonymous,EN,2,2,2,,,,2,2,1,1,,1,,31,7,,FP_forced
7/23/21 21:54,7/23/21 21:55,0,100.40.18.252,100,54,1,7/23/21 21:55,R_1Fan80mI742xhwx,,,,,41.50990295,-71.7365036,anonymous,EN,2,2,2,,,1,,1,1,2,,3,,63,3,,TP_forced
7/23/21 21:52,7/23/21 21:56,0,74.251.14.17,100,232,1,7/23/21 21:56,R_3elvKMOcaQooYiL,,,,,37.61990356,-87.05419922,anonymous,EN,2,2,2,,2,,,2,2,2,,3,,33,4,,FP_unforced
7/23/21 21:55,7/23/21 21:57,0,73.161.130.220,100,92,1,7/23/21 21:57,R_3phBWI30vzAsjDw,,,,,42.37690735,-82.91519928,anonymous,EN,2,2,2,,1,,,,1,1,,3,,50,5,,FP_unforced
7/23/21 21:54,7/23/21 21:57,0,73.134.106.88,100,177,1,7/23/21 21:57,R_24uUB5kPnLAnteo,,,,,39.06799316,-76.99330139,anonymous,EN,2,2,2,3,,,,1,2,2,,6,,55,3,,TP_unforced
7/23/21 21:54,7/23/21 21:57,0,68.118.224.122,100,217,1,7/23/21 21:57,R_1jJHwtmIn8qzwCu,,,,,42.25549316,-71.77189636,anonymous,EN,2,2,2,,1,,,,2,2,,3,,32,3,,FP_unforced
7/23/21 21:56,7/23/21 21:57,0,141.126.25.154,100,70,1,7/23/21 21:57,R_11WLc4NyCXfbBUl,,,,,36.52400208,-82.51629639,anonymous,EN,2,2,2,,,2,,1,1,2,,3,,22,2,,TP_forced
7/23/21 21:55,7/23/21 21:58,0,104.35.118.252,100,138,1,7/23/21 21:58,R_6Mta7NPVDtoJxC1,,,,,34.19790649,-118.5371017,anonymous,EN,2,2,2,2,,,,,2,2,,3,,55,4,,TP_unforced
7/23/21 21:56,7/23/21 21:58,0,99.135.104.218,100,89,1,7/23/21 21:58,R_20U36aaYNdVV9Tb,,,,,34.07820129,-84.22810364,anonymous,EN,2,2,2,,,,2,,1,2,,3,,56,4,,FP_forced
7/23/21 21:56,7/23/21 21:58,0,184.103.196.187,100,134,1,7/23/21 21:58,R_3HIJM7K05Bd2u3J,,,,,33.41220093,-112.0287018,anonymous,EN,2,2,2,3,,,,1,2,2,,4,,27,1,,TP_unforced
7/23/21 21:57,7/23/21 21:58,0,66.41.21.249,100,64,1,7/23/21 21:58,R_bflNkvIijbRkG2Z,,,,,44.8348999,-93.28140259,anonymous,EN,2,2,2,,,,1,,1,2,,3,,43,5,,FP_forced
7/23/21 21:57,7/23/21 21:59,0,98.192.148.29,100,120,1,7/23/21 21:59,R_sv4PQSPTi5YFKZr,,,,,30.17089844,-85.57959747,anonymous,EN,2,2,2,,,2,,,1,2,,,,37,1,,TP_forced
7/23/21 21:59,7/23/21 22:00,0,68.97.236.166,100,43,1,7/23/21 22:00,R_2QMTBKcm1szJ13e,,,,,35.38819885,-97.72609711,anonymous,EN,2,2,1,,,,,,,,,,,,,,
7/23/21 22:01,7/23/21 22:01,0,72.189.127.175,100,6,1,7/23/21 22:01,R_3KDuU5Fuuk0uzLA,,,,,28.48829651,-81.40609741,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 22:02,7/23/21 22:03,0,75.87.119.133,100,47,1,7/23/21 22:03,R_33vS3nypZqG3oMq,,,,,27.73199463,-97.38760376,anonymous,EN,2,2,2,,,2,,1,1,2,,3,,33,4,,TP_forced
7/23/21 22:03,7/23/21 22:03,0,67.162.78.231,100,3,1,7/23/21 22:03,R_3EGVPYACfPQCvSP,,,,,41.63999939,-88.07170105,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 22:03,7/23/21 22:03,8,67.162.78.231,100,2,1,7/23/21 22:03,R_31GB3iAZZSBKk3M,,,,,41.63999939,-88.07170105,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 22:03,7/23/21 22:04,0,67.187.126.252,100,96,1,7/23/21 22:04,R_1PTBFM1DXVfVTDF,,,,,37.06340027,-88.66320038,anonymous,EN,2,2,2,,,,1,,1,1,,3,,30,4,,FP_forced
7/23/21 22:03,7/23/21 22:05,0,174.84.72.144,100,71,1,7/23/21 22:05,R_1dc5Cg6XwOoyknJ,,,,,42.9467926,-83.81700134,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,45,4,,FP_unforced
7/23/21 22:05,7/23/21 22:05,0,71.218.113.187,100,54,1,7/23/21 22:05,R_pSfFmgl8WT1dtfj,,,,,39.76280212,-105.0262985,anonymous,EN,2,2,2,,,2,,1,1,1,,2,,33,4,,TP_forced
7/23/21 22:04,7/23/21 22:06,0,75.187.144.207,100,123,1,7/23/21 22:06,R_22EuIA5TENzC9Ds,,,,,41.04190063,-81.51779938,anonymous,EN,2,2,2,3,,,,1,2,1,,1,,32,3,,TP_unforced
7/23/21 22:05,7/23/21 22:06,0,66.244.106.124,100,66,1,7/23/21 22:06,R_2tsf6nqRY8qqJOY,,,,,39.13969421,-86.51409912,anonymous,EN,2,2,2,,,2,,1,,1,,3,,56,3,,TP_forced
7/23/21 22:05,7/23/21 22:07,0,68.162.79.89,100,74,1,7/23/21 22:07,R_3lzF0J6Z7trLniL,,,,,40.23269653,-76.93309784,anonymous,EN,2,2,2,,,,2,2,1,1,,3,,54,3,,FP_forced
7/23/21 22:06,7/23/21 22:07,0,73.26.120.220,100,74,1,7/23/21 22:07,R_1rJ6QIRDpcbx1kc,,,,,35.15179443,-106.5789032,anonymous,EN,2,2,2,,3,,,2,2,2,,4,,55,2,,FP_unforced
7/23/21 22:06,7/23/21 22:08,0,68.5.177.23,100,103,1,7/23/21 22:08,R_1PYu7JnJyW72ajM,,,,,33.67199707,-117.7402039,anonymous,EN,2,2,2,1,,,,1,2,2,,1,,22,4,,TP_unforced
7/23/21 22:05,7/23/21 22:08,0,147.160.7.244,100,171,1,7/23/21 22:08,R_sjIMoz1ltuvhsU9,,,,,35.99780273,-114.959198,anonymous,EN,2,2,2,3,,,,1,2,2,,3,,39,4,,TP_unforced
7/23/21 22:07,7/23/21 22:08,0,173.69.1.130,100,66,1,7/23/21 22:08,R_3Jau7OJnzVOl7Ah,,,,,41.37089539,-71.81410217,anonymous,EN,2,2,2,,,1,,1,1,2,,3,,38,1,,TP_forced
7/23/21 22:07,7/23/21 22:09,0,155.70.52.167,100,128,1,7/23/21 22:09,R_1l5kDNc2siUtwvH,,,,,40.09820557,-83.15799713,anonymous,EN,2,2,2,,,,2,,1,1,,3,,51,3,,FP_forced
7/23/21 22:08,7/23/21 22:09,0,68.5.177.23,100,86,1,7/23/21 22:09,R_3NVDNYrTbv2a6Op,,,,,33.67199707,-117.7402039,anonymous,EN,2,2,2,,1,,,2,2,2,,1,,22,4,,FP_unforced
7/23/21 22:08,7/23/21 22:10,0,98.188.166.245,100,77,1,7/23/21 22:10,R_33D8w4g8727mDs2,,,,,35.99780273,-114.959198,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,54,5,,TP_forced
7/23/21 22:08,7/23/21 22:10,0,108.4.229.210,100,119,1,7/23/21 22:10,R_u2qjGE4wYy3gC5P,,,,,39.93569946,-75.18319702,anonymous,EN,2,2,2,1,,,,1,2,1,,3,,33,5,,TP_unforced
7/23/21 22:09,7/23/21 22:10,0,68.5.177.23,100,38,1,7/23/21 22:10,R_1CCiX90A7Mxn40Q,,,,,33.67199707,-117.7402039,anonymous,EN,2,2,2,,,,1,2,1,2,,1,,22,4,,FP_forced
7/23/21 21:59,7/23/21 22:11,0,174.71.182.244,100,729,1,7/23/21 22:11,R_2qsKaG2T5xShHEt,,,,,29.66090393,-82.58499908,anonymous,EN,2,2,2,,,1,,1,1,2,,3,,37,4,,TP_forced
7/23/21 22:10,7/23/21 22:11,0,209.23.188.219,100,61,1,7/23/21 22:11,R_OJ62SSp7sWKqkjT,,,,,44.00900269,-92.3934021,anonymous,EN,2,2,2,3,,,,1,2,1,,3,,57,4,,TP_unforced
7/23/21 22:10,7/23/21 22:11,0,71.231.218.241,100,53,1,7/23/21 22:11,R_3VlhsUpgaWsiRK9,,,,,47.49729919,-122.3554993,anonymous,EN,2,2,2,,,,1,2,1,1,,3,,30,3,,FP_forced
7/23/21 22:10,7/23/21 22:11,0,47.12.58.165,100,64,1,7/23/21 22:11,R_3EgonLcOkfbPQxc,,,,,45.13859558,-95.05249786,anonymous,EN,2,2,2,,1,,,2,2,2,,3,,27,4,,FP_unforced
7/23/21 22:11,7/23/21 22:11,0,76.93.99.18,100,45,1,7/23/21 22:11,R_2EAfENPuxULyNKi,,,,,34.1927948,-118.4886017,anonymous,EN,2,1,2,,,,,,,,,,,,,,
7/23/21 22:07,7/23/21 22:13,0,71.150.230.169,100,315,1,7/23/21 22:13,R_1hRaQ22Yq7MDcUj,,,,,38.59429932,-90.23210144,anonymous,EN,2,2,2,,3,,,,2,2,,1,,40,3,,FP_unforced
7/23/21 22:12,7/23/21 22:13,0,67.168.104.201,100,67,1,7/23/21 22:13,R_10ABu3GMhT8RrTA,,,,,47.66740417,-122.3701019,anonymous,EN,2,2,2,2,,,,1,2,2,,3,,65,4,,TP_unforced
7/23/21 22:12,7/23/21 22:13,0,76.93.99.18,100,111,1,7/23/21 22:13,R_3O99wPlQQ3FUuJY,,,,,34.1927948,-118.4886017,anonymous,EN,2,2,2,,,1,,1,1,1,,1,,24,1,,TP_forced
7/23/21 22:12,7/23/21 22:14,0,144.121.187.107,100,87,1,7/23/21 22:14,R_AtcEEbPOkQoOUBH,,,,,39.75219727,-84.19930267,anonymous,EN,2,2,2,,,,2,2,1,1,,3,,33,4,,FP_forced
7/23/21 22:13,7/23/21 22:14,0,184.57.140.19,100,72,1,7/23/21 22:14,R_2PnceCkyOG286oi,,,,,40.76679993,-84.09960175,anonymous,EN,2,2,2,,,1,,1,1,2,,3,,24,7,,TP_forced
7/23/21 22:12,7/23/21 22:14,0,174.28.55.61,100,174,1,7/23/21 22:15,R_3R92wOkiDjuKdLv,,,,,35.24850464,-106.6818008,anonymous,EN,2,2,2,,2,,,2,2,2,,3,,68,3,,FP_unforced
7/23/21 22:13,7/23/21 22:15,0,67.245.42.26,100,148,1,7/23/21 22:15,R_3Ej12SD5GhoW1Zj,,,,,40.7098999,-73.95909882,anonymous,EN,2,2,2,,3,,,2,2,2,,3,,39,5,,FP_unforced
7/23/21 22:13,7/23/21 22:16,0,97.116.131.29,100,208,1,7/23/21 22:16,R_3HKmmoMh7K3CbAd,,,,,45.01960754,-93.24019623,anonymous,EN,2,2,2,,,,1,2,1,1,,3,,32,4,,FP_forced
7/23/21 22:15,7/23/21 22:17,0,73.3.133.35,100,147,1,7/23/21 22:17,R_byCFnoCHbirSMb7,,,,,38.85850525,-104.7162018,anonymous,EN,2,2,2,2,,,,1,2,2,,3,,78,3,,TP_unforced
7/23/21 22:17,7/23/21 22:18,0,64.201.66.58,100,53,1,7/23/21 22:18,R_3erVpU58sq4SuTp,,,,,42.58810425,-88.45539856,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,31,4,,TP_forced
7/23/21 22:13,7/23/21 22:18,0,67.183.58.102,100,301,1,7/23/21 22:18,R_YQZAzmpM0Ym44vv,,,,,47.85809326,-122.087204,anonymous,EN,2,2,2,,,,2,,1,1,,3,,36,4,,FP_forced
7/23/21 22:18,7/23/21 22:19,0,74.79.53.104,100,57,1,7/23/21 22:19,R_1E6aijrJ5fVrqyg,,,,,43.084198,-75.22869873,anonymous,EN,2,2,2,3,,,,1,2,1,,3,,23,4,,TP_unforced
7/23/21 22:19,7/23/21 22:20,0,67.140.121.60,100,73,1,7/23/21 22:20,R_2Xmn68xkUoTOvyM,,,,,33.46609497,-94.44660187,anonymous,EN,2,2,2,,,,1,2,1,2,,3,,40,3,,FP_forced
7/23/21 22:19,7/23/21 22:20,0,75.40.152.206,100,75,1,7/23/21 22:20,R_1ifJiMQ6PYOL2fc,,,,,35.914505,-78.92250061,anonymous,EN,2,2,2,1,,,,1,2,1,,3,,24,4,,TP_unforced
7/23/21 22:15,7/23/21 22:21,0,193.148.58.82,100,378,1,7/23/21 22:21,R_daIhEesSKWqw8yR,,,,,39.0480957,-77.47280121,anonymous,EN,2,2,2,,3,,,2,1,1,,1,,31,5,,FP_unforced
7/23/21 22:20,7/23/21 22:21,0,99.103.46.231,100,68,1,7/23/21 22:21,R_2ONCuOiF9oIh7WQ,,,,,41.77900696,-87.77890015,anonymous,EN,2,2,2,,,2,,1,1,1,,4,,34,3,,TP_forced
7/23/21 22:20,7/23/21 22:22,0,75.118.6.234,100,120,1,7/23/21 22:22,R_1oIpISdyx9ZRdgF,,,,,40.03370667,-83.13189697,anonymous,EN,2,2,2,,3,,,,2,1,,3,,73,4,,FP_unforced
7/23/21 22:21,7/23/21 22:22,0,98.196.175.0,100,106,1,7/23/21 22:22,R_1QyLddMJXb6svQG,,,,,29.86270142,-95.58460236,anonymous,EN,2,2,2,,3,,,,2,2,,2,,53,4,,FP_unforced
7/23/21 22:20,7/23/21 22:23,0,74.230.90.208,100,155,1,7/23/21 22:23,R_2bPF1aWmRgtOE6H,,,,,34.32440186,-86.19529724,anonymous,EN,2,2,2,2,,,,1,2,2,,3,,42,3,,TP_unforced
7/23/21 22:25,7/23/21 22:25,0,24.128.34.3,100,6,1,7/23/21 22:25,R_ZE5JX6MfYFuRuGR,,,,,39.68139648,-104.8836975,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 22:23,7/23/21 22:26,0,216.206.111.74,100,181,1,7/23/21 22:26,R_9zuZ2cG5sYVbHDr,,,,,47.24760437,-122.4642944,anonymous,EN,2,2,2,,,,1,,1,2,,1,,41,2,,FP_forced
7/23/21 22:25,7/23/21 22:26,0,24.128.34.3,100,63,1,7/23/21 22:26,R_55Wdy1jSn2fH6hz,,,,,39.68139648,-104.8836975,anonymous,EN,2,2,2,,,1,,1,1,1,,3,,35,4,,TP_forced
7/23/21 22:26,7/23/21 22:27,0,73.62.212.50,100,58,1,7/23/21 22:27,R_12c29NUHV2uYWAY,,,,,45.00010681,-93.09860229,anonymous,EN,2,2,2,,,,2,,1,2,,3,,60,5,,FP_forced
7/23/21 22:26,7/23/21 22:27,0,24.15.193.196,100,55,1,7/23/21 22:27,R_27QN0TFMyRluJD7,,,,,41.92089844,-87.70429993,anonymous,EN,2,2,2,3,,,,1,2,2,,3,,29,1,,TP_unforced
7/23/21 22:26,7/23/21 22:27,0,65.75.226.109,100,86,1,7/23/21 22:27,R_3kKXuqvoR5UuaW9,,,,,40.10670471,-83.76210022,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,28,4,,FP_unforced
7/23/21 22:27,7/23/21 22:28,0,69.251.137.31,100,65,1,7/23/21 22:28,R_3KAEjoP1E5Pstbv,,,,,39.49490356,-76.66729736,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,26,5,,TP_forced
7/23/21 22:28,7/23/21 22:29,0,23.126.50.57,100,70,1,7/23/21 22:29,R_1Q9g3nrRScHrZ5Z,,,,,32.89639282,-96.8635025,anonymous,EN,2,2,2,3,,,,1,2,1,,3,,31,6,,TP_unforced
7/23/21 22:29,7/23/21 22:29,0,73.85.231.60,100,19,1,7/23/21 22:29,R_3ENlqxePp3ur8FV,,,,,26.07029724,-80.22480011,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 22:29,7/23/21 22:31,0,172.73.240.180,100,98,1,7/23/21 22:31,R_1mKwuT2ccneNx2m,,,,,34.62579346,-79.00150299,anonymous,EN,2,2,2,,3,,,2,2,2,,5,,20,3,,FP_unforced
7/23/21 22:29,7/23/21 22:31,0,73.76.82.157,100,119,1,7/23/21 22:31,R_2BxMKY0LZb6lDnD,,,,,29.61839294,-95.60929871,anonymous,EN,2,2,2,3,,,,1,2,1,,3,,41,4,,TP_unforced
7/23/21 22:30,7/23/21 22:31,0,184.63.12.87,100,76,1,7/23/21 22:31,R_1KfD9gxDhv3kBEI,,,,,36.38340759,-86.45120239,anonymous,EN,2,2,1,,,,,,,,,,,,,,
7/23/21 22:30,7/23/21 22:32,0,100.19.78.225,100,107,1,7/23/21 22:32,R_3fvHixCtlRDe2VR,,,,,40.08999634,-75.03630066,anonymous,EN,2,2,2,,,,2,,1,2,,5,,27,4,,FP_forced
7/23/21 22:31,7/23/21 22:32,0,108.5.88.108,100,48,1,7/23/21 22:32,R_3fO76iZDPl9wHho,,,,,40.76429749,-74.14800262,anonymous,EN,2,2,2,,,2,,1,1,1,,2,,25,4,,TP_forced
7/23/21 22:30,7/23/21 22:32,0,69.114.82.130,100,130,1,7/23/21 22:32,R_2s0aTfQxzeqidaA,,,,,41.28030396,-73.02950287,anonymous,EN,2,2,2,,3,,,1,2,1,,2,,39,4,,FP_unforced
7/23/21 22:31,7/23/21 22:32,0,71.71.111.85,100,76,1,7/23/21 22:32,R_3Ofdxi308cc7Lqz,,,,,36.03309631,-79.38050079,anonymous,EN,2,2,2,,,,2,,1,2,,3,,49,5,,FP_forced
7/23/21 22:33,7/23/21 22:34,0,24.158.128.3,100,91,1,7/23/21 22:34,R_31yJg54oAY4DPmU,,,,,36.56860352,-82.18190002,anonymous,EN,2,2,2,,3,,,,2,1,,3,,29,4,,FP_unforced
7/23/21 22:35,7/23/21 22:36,0,207.190.72.16,100,94,1,7/23/21 22:36,R_1gtMnKDPanXNsN8,,,,,43.88499451,-90.15509796,anonymous,EN,2,2,2,,,1,,1,1,2,,3,,55,1,,TP_forced
7/23/21 22:35,7/23/21 22:36,0,68.200.66.11,100,99,1,7/23/21 22:36,R_1FqrDVG2sMHIfPY,,,,,28.08230591,-82.72969818,anonymous,EN,2,2,2,,,,2,,1,1,,3,,36,4,,FP_forced
7/23/21 22:34,7/23/21 22:37,0,99.152.44.193,100,179,1,7/23/21 22:37,R_0uMUqocGZJGklix,,,,,39.76679993,-86.40129852,anonymous,EN,2,2,2,1,,,,,2,2,,3,,55,2,,TP_unforced
7/23/21 22:33,7/23/21 22:37,0,136.36.101.52,100,282,1,7/23/21 22:37,R_2xFV1KcO6kNtyoC,,,,,40.25840759,-111.6591034,anonymous,EN,2,2,2,3,,,,1,2,1,,3,,28,5,,TP_unforced
7/23/21 22:39,7/23/21 22:40,0,73.183.59.62,100,53,1,7/23/21 22:40,R_1FJ2VW8eiSiX26q,,,,,40.80900574,-79.51889801,anonymous,EN,2,2,2,,,,1,2,1,1,,3,,37,5,,FP_forced
7/23/21 22:39,7/23/21 22:41,0,68.9.152.37,100,79,1,7/23/21 22:41,R_3qZHtVoYgXbMtOB,,,,,41.87399292,-71.38439941,anonymous,EN,2,2,2,,,1,,1,1,2,,1,,22,4,,TP_forced
7/23/21 22:28,7/23/21 22:42,0,71.203.100.223,100,830,1,7/23/21 22:42,R_3R3gb0AiZUgauN6,,,,,30.48049927,-84.22429657,anonymous,EN,2,2,2,,,2,,1,1,2,,3,,25,4,,TP_forced
7/23/21 22:40,7/23/21 22:42,0,68.72.110.142,100,102,1,7/23/21 22:42,R_1LCmK5y35FCaGkb,,,,,31.16639709,-84.72669983,anonymous,EN,2,2,2,,2,,,,2,2,,3,,52,3,,FP_unforced
7/23/21 22:41,7/23/21 22:42,0,74.211.46.53,100,89,1,7/23/21 22:42,R_1Gv2wwJSvh4rUyM,,,,,38.75190735,-104.8103027,anonymous,EN,2,2,2,2,,,,1,2,1,,3,,26,3,,TP_unforced
7/23/21 22:41,7/23/21 22:43,0,174.198.144.65,100,114,1,7/23/21 22:43,R_Aj7Ro24KFB8Dtxn,,,,,39.76280212,-105.0262985,anonymous,EN,2,2,2,,,,1,2,1,2,,3,,25,2,,FP_forced
7/23/21 22:44,7/23/21 22:45,0,99.189.237.34,100,64,1,7/23/21 22:45,R_1ISFE81MgyzS7R1,,,,,37.95449829,-121.9758987,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,41,4,,TP_forced
7/23/21 22:46,7/23/21 22:46,0,99.179.128.123,100,14,1,7/23/21 22:46,R_2uU1tggCgk6ola9,,,,,34.18469238,-79.770401,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 22:45,7/23/21 22:47,0,68.35.59.71,100,109,1,7/23/21 22:47,R_viE73KAmo87VoGZ,,,,,34.83050537,-87.65599823,anonymous,EN,2,2,2,,3,,,1,2,2,,3,,42,3,,FP_unforced
7/23/21 22:44,7/23/21 22:47,0,69.165.127.13,100,157,1,7/23/21 22:47,R_qRAq9t7h65ECKt3,,,,,47.17140198,-114.8825989,anonymous,EN,2,2,2,,,1,,,1,2,,3,,55,3,,TP_forced
7/23/21 22:46,7/23/21 22:47,0,98.196.172.55,100,92,1,7/23/21 22:47,R_1FytpCnKfaFr0oX,,,,,29.51829529,-95.09770203,anonymous,EN,2,2,2,1,,,,1,2,1,,3,,23,1,,TP_unforced
7/23/21 22:45,7/23/21 22:48,0,98.202.160.58,100,156,1,7/23/21 22:48,R_sHY1mq5tLybav2p,,,,,40.39689636,-111.7919006,anonymous,EN,2,2,2,,,,1,,1,2,,3,,37,3,,FP_forced
